source,target,best_lag,p_value
LFPG,LBBG,14,3.7289141288403996e-39
LBBG,EDDM,22,5.029825389833461e-30
LDZA,LBBG,24,9.276117902345421e-29
LBBG,EDDF,22,1.822025589733664e-21
EDDM,LEMD,9,5.457662094709979e-16
EGKK,EGLL,10,8.841768643895038e-14
EGKK,LBBG,24,1.0063075327487836e-13
LBBG,LEBL,17,1.2331233376925428e-13
LBBG,LDSP,22,2.345646367769016e-13
LBBG,LFPG,19,7.771373489491342e-13
EGLL,LBBG,24,1.3744040974927096e-12
EDDM,LBBG,14,1.3274400602112715e-11
EGLL,EGKK,10,1.6141161666511522e-11
LBBG,LEMD,21,2.384473369830881e-10
LBBG,EIDW,18,3.580575560165998e-10
EDDF,LBBG,13,4.5149867651881515e-10
LBBG,LDZA,5,4.5395194960408874e-10
LDZA,LFPG,14,7.091185806272026e-10
LFPG,LEBL,4,4.163688006128124e-09
EDDF,EGLL,2,1.5961685948636273e-08
