source,target,best_lag,p_value
EGLL,LFPG,4,0.0005356917103535256
EGLL,EHAM,3,0.028970433506623122
EGLL,EDDF,3,0.23241578865189677
EGLL,LEMD,1,0.65803520363726
EGLL,LEBL,2,0.09582014194347432
EGLL,EDDM,3,4.6046093558846765e-05
EGLL,EGKK,5,1.3259131256941834e-07
EGLL,LIRF,2,0.005089062756772866
EGLL,EIDW,4,0.24372085079801795
EGLL,LATI,8,0.4084912540108078
EGLL,LQSA,7,0.4762537455035811
EGLL,LBSF,1,0.004082177390476803
EGLL,LBBG,1,0.8270042668819246
EGLL,LDZA,7,0.0004699100415763014
EGLL,LDSP,1,0.4158041935900676
EGLL,LDDU,1,0.7352128357645591
EGLL,BKPR,4,0.25407425871549927
EGLL,LYTV,6,0.2865357090229496
EGLL,LWSK,8,0.00012242659542398922
LFPG,EGLL,1,0.00041440494869710986
LFPG,EHAM,8,0.0001249103296555726
LFPG,EDDF,1,0.4187647482170511
LFPG,LEMD,2,1.8788985970577903e-06
LFPG,LEBL,6,1.2299094008312805e-08
LFPG,EDDM,1,9.578120056969186e-11
LFPG,EGKK,6,2.3802268775829083e-09
LFPG,LIRF,3,6.371159435602135e-06
LFPG,EIDW,2,1.0264511174888977e-06
LFPG,LATI,8,2.016052427141379e-05
LFPG,LQSA,8,0.000354406935218002
LFPG,LBSF,8,1.0701118214834262e-07
LFPG,LBBG,1,0.5694522153387519
LFPG,LDZA,3,0.0009424646335937394
LFPG,LDSP,7,0.2287313083322931
LFPG,LDDU,1,0.4649071286569215
LFPG,BKPR,5,0.0015787390538928134
LFPG,LYTV,8,3.076603611963075e-08
LFPG,LWSK,7,0.00482394810062925
EHAM,EGLL,2,5.1107508062498585e-06
EHAM,LFPG,1,0.0001431212391242487
EHAM,EDDF,1,0.1890097494506825
EHAM,LEMD,2,1.1786170599732731e-07
EHAM,LEBL,7,3.2465750457474525e-07
EHAM,EDDM,8,1.1976423476707428e-05
EHAM,EGKK,2,7.508838814974678e-13
EHAM,LIRF,2,0.00196221212310187
EHAM,EIDW,2,0.0003237440500633681
EHAM,LATI,8,0.0002973615234603098
EHAM,LQSA,5,0.06579498855235569
EHAM,LBSF,8,7.860062952785011e-07
EHAM,LBBG,6,0.7342211655505746
EHAM,LDZA,4,1.7000919285013702e-06
EHAM,LDSP,6,0.043993588309158276
EHAM,LDDU,8,0.6510847960404318
EHAM,BKPR,8,0.13319140064440205
EHAM,LYTV,7,0.0011633297153522792
EHAM,LWSK,8,3.0096019580197853e-05
