,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.21679321615914646,0.2838567376834462,0.520104023563721,0.4091327540132273
1,500,0.36880639738591847,0.35418972139206767,0.0817407956150923,0.1284059419201707
2,1000,0.5051891371789239,0.363703676267445,0.0006737743514741866,0.000954502334047761
3,5000,0.21345278676325644,0.29567362311897205,3.685616480980321e-14,7.371099963233747e-14
