source,target,best_lag,p_value
LYTV,LWSK,7,0.13473568637330344
LYTV,LQSA,5,0.2053790754730022
LYTV,LBSF,2,0.7352677773651809
LYTV,LDDU,8,0.0346413841965705
LYTV,LATI,2,0.02247626418295603
LYTV,BKPR,1,0.00711459179020495
LYTV,LDSP,4,0.148551972119905
LYTV,LBBG,5,5.682591443502835e-12
LYTV,LDZA,8,0.08531543564573348
LWSK,LYTV,8,0.017190297866321015
LWSK,LQSA,2,0.010556375788662371
LWSK,LBSF,1,0.12701568866754742
LWSK,LDDU,5,0.00012136442248814986
LWSK,LATI,1,0.0007488134690023712
LWSK,BKPR,1,0.0003680846481372995
LWSK,LDSP,6,0.05602474840114686
LWSK,LBBG,5,0.001296187160572721
LWSK,LDZA,1,0.11648080599722642
LQSA,LYTV,6,0.09742584639249267
LQSA,LWSK,6,0.4824936892211008
LQSA,LBSF,3,0.0300400526124437
LQSA,LDDU,2,0.07610282771191901
LQSA,LATI,5,0.05175562725781644
LQSA,BKPR,1,0.1316003475985006
LQSA,LDSP,7,0.12802432344622874
LQSA,LBBG,4,0.4410834020093589
LQSA,LDZA,6,2.104022980904787e-05
LBSF,LYTV,5,0.006196334224988192
LBSF,LWSK,1,0.1588806337728858
LBSF,LQSA,7,0.0008048015710420955
LBSF,LDDU,8,0.34868270704687815
LBSF,LATI,1,0.038091674731712724
LBSF,BKPR,5,0.26356827548029943
LBSF,LDSP,1,0.2557301884517493
LBSF,LBBG,1,0.38074710646570453
LBSF,LDZA,1,0.352740282941447
LDDU,LYTV,6,0.0009038303837308182
LDDU,LWSK,1,0.2707667969132791
LDDU,LQSA,4,0.1313736176362984
LDDU,LBSF,1,0.16652079993331415
LDDU,LATI,5,0.08667400773285164
LDDU,BKPR,5,0.0017761582841312297
LDDU,LDSP,1,1.5733221346894088e-05
LDDU,LBBG,4,0.9316530299212462
LDDU,LDZA,4,0.1822636482915269
LATI,LYTV,8,0.040683109851999195
LATI,LWSK,1,0.012545882914181116
LATI,LQSA,6,0.12062782003550382
LATI,LBSF,7,0.003753950017641564
LATI,LDDU,1,0.42343506847023127
LATI,BKPR,6,0.3245551216142855
LATI,LDSP,1,0.02313070333809807
LATI,LBBG,8,0.32954687176735664
LATI,LDZA,8,0.33332205720183034
BKPR,LYTV,6,0.008648778800706186
BKPR,LWSK,4,0.15950683572747873
BKPR,LQSA,1,0.20865998747046524
BKPR,LBSF,1,0.7243602887344502
BKPR,LDDU,5,0.012457029749947737
BKPR,LATI,5,0.01177224676018717
BKPR,LDSP,6,0.20624258453794136
BKPR,LBBG,4,0.010391094746656325
BKPR,LDZA,1,0.4108187715077226
LDSP,LYTV,4,0.0721548285997307
LDSP,LWSK,1,0.2038766948869021
LDSP,LQSA,1,9.217777430769588e-05
LDSP,LBSF,4,0.4857004408345591
LDSP,LDDU,3,1.5062906112663972e-08
LDSP,LATI,2,0.09031436044402595
LDSP,BKPR,8,6.032034537038563e-05
LDSP,LBBG,1,0.0009739768995006261
LDSP,LDZA,1,0.01689206945966741
LBBG,LYTV,2,1.2205770542041294e-08
LBBG,LWSK,6,0.13202889959589742
LBBG,LQSA,5,0.33216531838253094
LBBG,LBSF,5,0.44286776288023755
LBBG,LDDU,3,0.08492593835138076
LBBG,LATI,4,0.29124177253335987
LBBG,BKPR,8,0.10215775714196626
LBBG,LDSP,1,0.08983354134429211
LBBG,LDZA,1,0.021799425330881052
LDZA,LYTV,2,0.0324586091314318
LDZA,LWSK,2,0.0003593217683336407
LDZA,LQSA,6,0.18484159866659913
LDZA,LBSF,2,0.02497244126360711
LDZA,LDDU,4,0.8977357297676986
LDZA,LATI,4,0.07328896548756322
LDZA,BKPR,2,0.022760793174668666
LDZA,LDSP,2,0.17853926239061696
LDZA,LBBG,1,0.33930074475034433
