source,target,best_lag,p_value
EGLL,LFPG,23,0.08687708233678626
EGLL,EHAM,11,0.016404201041657938
EGLL,EDDF,5,0.17106878035906872
EGLL,LEMD,21,0.07724827273257476
EGLL,LEBL,10,0.1183717062794346
EGLL,EDDM,1,0.00489115051270707
EGLL,EGKK,11,0.20234542022711693
EGLL,LIRF,23,0.016655889916995747
EGLL,EIDW,24,0.002796823120523814
EGLL,LATI,5,0.030171594303789465
EGLL,LQSA,13,0.08906193787229119
EGLL,LBSF,20,0.07282474127461874
EGLL,LBBG,1,0.13664896571522253
EGLL,LDZA,17,0.013628091846526571
EGLL,LDSP,3,0.07554277843666019
EGLL,LDDU,10,0.06775978005383101
EGLL,BKPR,1,0.5383742507816438
EGLL,LYTV,7,0.20364902635488868
EGLL,LWSK,9,0.0038155231055356266
LFPG,EGLL,24,0.016892907697262337
LFPG,EHAM,1,0.03478473523184573
LFPG,EDDF,12,0.0038252389422232867
LFPG,LEMD,1,0.3063540692668498
LFPG,LEBL,17,0.004974737428853641
LFPG,EDDM,17,0.024427881470898843
LFPG,EGKK,22,0.12579042895571954
LFPG,LIRF,5,0.10898183701113674
LFPG,EIDW,18,0.018511722846957072
LFPG,LATI,5,0.40697403108199987
LFPG,LQSA,15,0.05841915127199561
LFPG,LBSF,1,0.363767397855716
LFPG,LBBG,7,0.015393287976405446
LFPG,LDZA,7,0.0478762601458192
LFPG,LDSP,8,0.010511726893802637
LFPG,LDDU,20,0.05659640548611364
LFPG,BKPR,13,0.001456795786853991
LFPG,LYTV,11,0.028685391389509
LFPG,LWSK,15,0.0041851703844311035
EHAM,EGLL,15,0.12714832528653594
EHAM,LFPG,1,0.2706103605139527
EHAM,EDDF,3,0.07382437464580914
EHAM,LEMD,1,0.1917749253728376
EHAM,LEBL,4,0.4986594658807538
EHAM,EDDM,19,0.007102021691003083
EHAM,EGKK,1,0.203223736413084
EHAM,LIRF,13,0.00832036957641507
EHAM,EIDW,19,0.025122488658102262
EHAM,LATI,9,0.03162263972671551
EHAM,LQSA,3,0.06538170343593196
EHAM,LBSF,4,0.815635849266537
EHAM,LBBG,24,0.4088651529696874
EHAM,LDZA,15,0.035601838770711755
EHAM,LDSP,2,0.3336218216323431
EHAM,LDDU,20,0.2876714311091647
EHAM,BKPR,13,0.004599518867485376
EHAM,LYTV,1,0.10723585193375153
EHAM,LWSK,23,0.005817313637419692
EDDF,EGLL,16,0.16946754632539332
EDDF,LFPG,4,0.35054222220261194
EDDF,EHAM,9,0.04885118600014499
EDDF,LEMD,5,0.6165837728398804
EDDF,LEBL,22,0.2557943702925101
EDDF,EDDM,23,0.028872091140906248
EDDF,EGKK,4,0.6551261355765492
EDDF,LIRF,22,0.10078682116490334
EDDF,EIDW,4,0.09357822691104643
EDDF,LATI,6,0.30155500091889187
EDDF,LQSA,1,0.9607650221019379
EDDF,LBSF,1,0.03493556060768213
EDDF,LBBG,23,0.5009339525988685
EDDF,LDZA,24,0.0003049485666925197
EDDF,LDSP,9,0.31512511621967076
EDDF,LDDU,21,0.6080536896697128
EDDF,BKPR,4,0.3366931754137262
EDDF,LYTV,1,0.13038988711380756
EDDF,LWSK,16,0.16872055410478426
LEMD,EGLL,15,0.3640168630565492
LEMD,LFPG,5,0.09217908533398268
LEMD,EHAM,17,0.027218142817249064
LEMD,EDDF,3,0.263592630042394
LEMD,LEBL,22,0.008194756222273525
LEMD,EDDM,3,0.039472995322444616
LEMD,EGKK,19,0.3637854138239536
LEMD,LIRF,1,0.04007148666201381
LEMD,EIDW,12,0.030072438631104037
LEMD,LATI,10,0.0847644200628687
LEMD,LQSA,15,0.2261241551422704
LEMD,LBSF,1,0.0027969658378605706
LEMD,LBBG,9,0.20785712674047954
LEMD,LDZA,2,0.5894496929511337
LEMD,LDSP,1,0.39183417478598914
LEMD,LDDU,2,0.19744935238928443
LEMD,BKPR,1,0.7818969880556881
LEMD,LYTV,18,0.6530010552484034
LEMD,LWSK,14,0.008219204539451963
LEBL,EGLL,21,5.011846883490861e-05
LEBL,LFPG,1,0.0986617702425849
LEBL,EHAM,21,0.026858427990209814
LEBL,EDDF,9,0.4486156006160158
LEBL,LEMD,6,0.006778722118052491
LEBL,EDDM,1,0.01458078733405277
LEBL,EGKK,6,0.07444528018244007
LEBL,LIRF,6,0.3420266524406024
LEBL,EIDW,20,0.20091196274511383
LEBL,LATI,2,0.28291516975447517
LEBL,LQSA,2,0.36907106463389494
LEBL,LBSF,4,0.0538788248251677
LEBL,LBBG,5,0.07372783381548546
LEBL,LDZA,13,0.000119163083869544
LEBL,LDSP,20,0.00018268580007048876
LEBL,LDDU,19,0.23701646027630982
LEBL,BKPR,22,0.42318459816000303
LEBL,LYTV,5,0.5153095131131418
LEBL,LWSK,1,0.006109023011867487
EDDM,EGLL,24,0.3700366014981044
EDDM,LFPG,8,0.12023674172097228
EDDM,EHAM,13,0.2866653997625551
EDDM,EDDF,6,0.17630552933360016
EDDM,LEMD,22,0.024185265124253955
EDDM,LEBL,9,0.0410064168382343
EDDM,EGKK,1,0.00454082737334946
EDDM,LIRF,21,0.0011754731205954228
EDDM,EIDW,3,0.030664934117406763
EDDM,LATI,10,0.09323803786257324
EDDM,LQSA,2,0.12733370206284858
EDDM,LBSF,8,0.15511952095718537
EDDM,LBBG,14,0.001606257273724915
EDDM,LDZA,17,0.31793009162235003
EDDM,LDSP,2,0.0028597833274427377
EDDM,LDDU,12,0.29112932601433344
EDDM,BKPR,4,0.009970778094518675
EDDM,LYTV,21,0.08420345648346592
EDDM,LWSK,4,0.00311909529219204
EGKK,EGLL,8,0.012173638965187448
EGKK,LFPG,3,0.013054100275431194
EGKK,EHAM,1,0.12407530080271181
EGKK,EDDF,16,0.005662462576479077
EGKK,LEMD,7,0.012370654575786991
EGKK,LEBL,1,0.20099617307420733
EGKK,EDDM,1,0.007823679124538394
EGKK,LIRF,1,0.10865679645243313
EGKK,EIDW,6,0.07492670389599018
EGKK,LATI,16,0.15363489190438043
EGKK,LQSA,2,0.002680703409919294
EGKK,LBSF,21,8.39005965577585e-06
EGKK,LBBG,2,0.1177616049250014
EGKK,LDZA,1,0.04118461068425474
EGKK,LDSP,1,0.009960083345107246
EGKK,LDDU,1,0.03612489161690215
EGKK,BKPR,3,0.6987028112742609
EGKK,LYTV,1,0.47350473353788547
EGKK,LWSK,14,0.001711321652830692
LIRF,EGLL,5,0.01584194164910991
LIRF,LFPG,1,0.22619227910603643
LIRF,EHAM,14,0.16713429315355696
LIRF,EDDF,21,0.5350430846359914
LIRF,LEMD,18,0.338053702782948
LIRF,LEBL,1,0.31895840270218834
LIRF,EDDM,3,0.07581656607496927
LIRF,EGKK,9,0.009488535245866809
LIRF,EIDW,22,0.3171745396172836
LIRF,LATI,2,0.06083301652852674
LIRF,LQSA,1,0.4355652325738646
LIRF,LBSF,1,0.34431713972702105
LIRF,LBBG,9,0.18736480521466084
LIRF,LDZA,9,0.08092841671437176
LIRF,LDSP,23,0.05929868019204242
LIRF,LDDU,1,0.768664573615953
LIRF,BKPR,1,0.4759029588460526
LIRF,LYTV,12,0.0007727892550557731
LIRF,LWSK,24,0.007838191388663466
EIDW,EGLL,16,0.38442178501201413
EIDW,LFPG,7,0.05443474560265236
EIDW,EHAM,23,0.13837712839746671
EIDW,EDDF,1,0.25477774968542866
EIDW,LEMD,1,0.1016974865269802
EIDW,LEBL,15,0.0006732753576606149
EIDW,EDDM,16,0.05053543810528763
EIDW,EGKK,1,0.10431463028244849
EIDW,LIRF,3,0.24497124514232765
EIDW,LATI,1,0.04417730421160481
EIDW,LQSA,1,0.20862703749788764
EIDW,LBSF,3,0.0012880670597858585
EIDW,LBBG,2,0.7202266087715512
EIDW,LDZA,1,0.0012403206928868695
EIDW,LDSP,1,0.12133639541000049
EIDW,LDDU,9,0.9391691157502663
EIDW,BKPR,10,0.06459609182880617
EIDW,LYTV,15,0.04711480899081342
EIDW,LWSK,9,0.022268366033642385
LATI,EGLL,1,0.022037957743905347
LATI,LFPG,21,0.00048370164768707266
LATI,EHAM,1,0.009327483700043816
LATI,EDDF,1,0.0014125611005429697
LATI,LEMD,2,0.13697671236824108
LATI,LEBL,6,0.10052889401609144
LATI,EDDM,7,0.08037144585748676
LATI,EGKK,1,0.01277901021617473
LATI,LIRF,23,0.5023642249942255
LATI,EIDW,2,0.2623722490017388
LATI,LQSA,3,0.3094839930830458
LATI,LBSF,22,0.15913241489766097
LATI,LBBG,1,0.4843048715100404
LATI,LDZA,1,2.087786363548578e-05
LATI,LDSP,1,0.5198100371580365
LATI,LDDU,6,0.21797277352671068
LATI,BKPR,2,0.804713395368676
LATI,LYTV,1,0.024825208326460377
LATI,LWSK,3,0.3777023801999919
LQSA,EGLL,16,0.6002454492420107
LQSA,LFPG,24,0.16561604701592103
LQSA,EHAM,1,0.07040581496464005
LQSA,EDDF,13,0.0041739126105137065
LQSA,LEMD,1,0.6776940399228888
LQSA,LEBL,24,0.002635248129053077
LQSA,EDDM,3,7.322825872246298e-05
LQSA,EGKK,8,1.888508062556322e-05
LQSA,LIRF,1,0.10974226969077566
LQSA,EIDW,14,0.014958155772556974
LQSA,LATI,5,0.013271191224470045
LQSA,LBSF,23,0.015634621909515235
LQSA,LBBG,4,0.015602366172353783
LQSA,LDZA,23,0.11318144585343042
LQSA,LDSP,9,0.019583494909550806
LQSA,LDDU,5,0.05089346858502426
LQSA,BKPR,1,0.4038856143118291
LQSA,LYTV,2,0.028341704967704103
LQSA,LWSK,8,3.227728085132826e-05
LBSF,EGLL,6,0.3047707041600287
LBSF,LFPG,1,0.1404082030746315
LBSF,EHAM,20,0.01331526367182648
LBSF,EDDF,10,0.10910042287670717
LBSF,LEMD,7,0.5411430017099804
LBSF,LEBL,16,0.024116797831020956
LBSF,EDDM,2,0.28263615948800974
LBSF,EGKK,23,0.0923753223386661
LBSF,LIRF,1,0.5411784241220154
LBSF,EIDW,24,0.17676000700147695
LBSF,LATI,8,0.5068055505180306
LBSF,LQSA,13,0.0977441372573735
LBSF,LBBG,18,0.41193339434781967
LBSF,LDZA,14,0.33735810086690315
LBSF,LDSP,4,0.18717536495142495
LBSF,LDDU,14,0.029770376265569734
LBSF,BKPR,16,0.32925928469703386
LBSF,LYTV,5,0.32846628443222564
LBSF,LWSK,22,0.003646170307425398
LBBG,EGLL,24,3.4795222593379636e-05
LBBG,LFPG,17,0.20533209038865202
LBBG,EHAM,24,0.2600058302027757
LBBG,EDDF,14,0.07862353745699993
LBBG,LEMD,22,0.12248010965136517
LBBG,LEBL,3,0.30734104377722743
LBBG,EDDM,11,0.38322010135982265
LBBG,EGKK,6,9.118405570243293e-05
LBBG,LIRF,12,0.31132166462249217
LBBG,EIDW,13,0.18154252393288384
LBBG,LATI,2,0.46414207415802533
LBBG,LQSA,2,0.13854644945664846
LBBG,LBSF,1,0.7032039903816464
LBBG,LDZA,16,0.3263141827389523
LBBG,LDSP,2,0.03998942362707072
LBBG,LDDU,8,0.07532938869799076
LBBG,BKPR,1,0.667522745142882
LBBG,LYTV,5,0.046815826614663145
LBBG,LWSK,3,0.21857879638557426
LDZA,EGLL,19,0.010730139495302271
LDZA,LFPG,21,0.006483631877227826
LDZA,EHAM,11,0.40717794174886596
LDZA,EDDF,1,0.020151228771194095
LDZA,LEMD,9,0.3698592465002456
LDZA,LEBL,19,0.18982542019137394
LDZA,EDDM,3,0.002679911696791371
LDZA,EGKK,4,0.02361191048906374
LDZA,LIRF,24,0.004778432829868132
LDZA,EIDW,2,0.20188289119579622
LDZA,LATI,1,0.0027908031714331608
LDZA,LQSA,5,0.10379055625803708
LDZA,LBSF,3,0.025259651717219726
LDZA,LBBG,12,0.018420426146687364
LDZA,LDSP,4,0.004332021326293153
LDZA,LDDU,11,0.0028147295985398815
LDZA,BKPR,21,0.00033622719294812203
LDZA,LYTV,1,0.0007506227698569804
LDZA,LWSK,15,2.2631336521755303e-06
LDSP,EGLL,20,0.03698945282128905
LDSP,LFPG,19,0.505961201039254
LDSP,EHAM,6,0.5025804034472986
LDSP,EDDF,1,0.1854947919922653
LDSP,LEMD,1,0.14038219772157787
LDSP,LEBL,15,0.14469945462773265
LDSP,EDDM,24,0.07057090429695434
LDSP,EGKK,1,0.09766203765593384
LDSP,LIRF,23,0.23697162649555895
LDSP,EIDW,2,0.0974570225538742
LDSP,LATI,2,0.44432859331954844
LDSP,LQSA,4,0.1578969523648701
LDSP,LBSF,1,0.1777672699583252
LDSP,LBBG,18,0.0018069565296364618
LDSP,LDZA,3,0.018631739055962174
LDSP,LDDU,2,0.04958401940860791
LDSP,BKPR,1,0.18982013103496723
LDSP,LYTV,1,0.08996456018368755
LDSP,LWSK,6,0.3710811540606104
LDDU,EGLL,12,0.005922477852277078
LDDU,LFPG,6,0.13945740754699773
LDDU,EHAM,6,0.022154139718358785
LDDU,EDDF,3,0.002352583303410306
LDDU,LEMD,9,0.04782551230625272
LDDU,LEBL,8,0.24656668643720994
LDDU,EDDM,1,0.3182354822338175
LDDU,EGKK,1,0.04471410388091139
LDDU,LIRF,2,0.6297468833980475
LDDU,EIDW,17,0.07850941697397806
LDDU,LATI,1,0.010040223862765202
LDDU,LQSA,22,0.12909699316351894
LDDU,LBSF,14,0.21691798771184137
LDDU,LBBG,1,0.18645292835826605
LDDU,LDZA,1,0.032185130404097005
LDDU,LDSP,1,0.020145598237317295
LDDU,BKPR,1,0.5145197360575767
LDDU,LYTV,24,0.21610133077017818
LDDU,LWSK,6,0.1764143980957624
BKPR,EGLL,13,0.6184025828703201
BKPR,LFPG,23,0.07805104333210096
BKPR,EHAM,22,0.008848278187164953
BKPR,EDDF,14,0.00027050285740753895
BKPR,LEMD,13,0.4079270128856009
BKPR,LEBL,3,0.1989740008951514
BKPR,EDDM,6,0.005351860147992337
BKPR,EGKK,8,0.004510711872088093
BKPR,LIRF,2,0.6673730523636847
BKPR,EIDW,24,0.00287352238245265
BKPR,LATI,24,3.9651531588069286e-09
BKPR,LQSA,3,0.04549448967630875
BKPR,LBSF,10,0.0037604012527852233
BKPR,LBBG,4,0.0034071391836168257
BKPR,LDZA,1,0.16337513099227097
BKPR,LDSP,1,0.03585967011747189
BKPR,LDDU,7,1.6680521199935847e-06
BKPR,LYTV,6,0.0023113128396609786
BKPR,LWSK,10,6.233424053676278e-06
LYTV,EGLL,22,0.1527301298414579
LYTV,LFPG,20,0.1924797407326616
LYTV,EHAM,5,0.23943333252260343
LYTV,EDDF,11,0.010789532623785745
LYTV,LEMD,14,0.22050504488993794
LYTV,LEBL,10,0.014475650166910181
LYTV,EDDM,2,0.13942048395855486
LYTV,EGKK,3,0.015643243142208347
LYTV,LIRF,17,0.05347727508282901
LYTV,EIDW,1,0.00944643349248955
LYTV,LATI,24,0.12468914001697623
LYTV,LQSA,1,0.3970230370301905
LYTV,LBSF,1,0.10751929839415958
LYTV,LBBG,1,0.16290642932087118
LYTV,LDZA,1,7.329997123258012e-05
LYTV,LDSP,1,0.3253745939893523
LYTV,LDDU,3,0.6525935418378142
LYTV,BKPR,1,0.42465671933282056
LYTV,LWSK,5,0.011217338766759562
LWSK,EGLL,23,0.16147904963979368
LWSK,LFPG,21,0.0012903903670775875
LWSK,EHAM,12,0.028449007329396904
LWSK,EDDF,11,0.009521324368437462
LWSK,LEMD,1,0.1801627106394121
LWSK,LEBL,24,0.001649338760266334
LWSK,EDDM,1,1.3064001110707826e-05
LWSK,EGKK,9,4.358429917529895e-09
LWSK,LIRF,1,0.336204389022122
LWSK,EIDW,16,0.0016427129194483538
LWSK,LATI,2,0.35060839533345806
LWSK,LQSA,7,0.0044325875683349746
LWSK,LBSF,23,0.0007039113612649887
LWSK,LBBG,1,0.6994670466836517
LWSK,LDZA,1,2.9359130569822053e-07
LWSK,LDSP,1,0.029135261956001128
LWSK,LDDU,1,0.06379570119855613
LWSK,BKPR,1,0.11662782939256461
LWSK,LYTV,19,0.13852689851528716
