source,target,best_lag,p_value
BKPR,LATI,24,3.9651531588069286e-09
LWSK,EGKK,9,4.358429917529895e-09
LWSK,LDZA,1,2.9359130569822053e-07
BKPR,LDDU,7,1.6680521199935847e-06
LDZA,LWSK,15,2.2631336521755303e-06
BKPR,LWSK,10,6.233424053676278e-06
EGKK,LBSF,21,8.39005965577585e-06
LWSK,EDDM,1,1.3064001110707826e-05
LQSA,EGKK,8,1.888508062556322e-05
LATI,LDZA,1,2.087786363548578e-05
LQSA,LWSK,8,3.227728085132826e-05
LBBG,EGLL,24,3.4795222593379636e-05
LEBL,EGLL,21,5.011846883490861e-05
LQSA,EDDM,3,7.322825872246298e-05
LYTV,LDZA,1,7.329997123258012e-05
LBBG,EGKK,6,9.118405570243293e-05
LEBL,LDZA,13,0.000119163083869544
LEBL,LDSP,20,0.00018268580007048876
BKPR,EDDF,14,0.00027050285740753895
EDDF,LDZA,24,0.0003049485666925197
