source,target,best_lag,p_value
EDDM,EDDF,15,7.564317536735151e-23
EDDF,EGLL,1,2.3472759993575745e-18
EDDF,LEBL,2,2.8383277984350913e-18
EIDW,LDDU,11,3.26329243322579e-18
LEMD,EDDM,18,3.558658743800002e-18
EDDM,LEBL,8,9.373064137253549e-15
EDDM,LEMD,23,2.5771453918758668e-14
EDDF,EDDM,23,2.637790135395697e-14
LIRF,EIDW,2,3.978071738391394e-14
EGLL,LEBL,2,1.681409197929691e-13
LEMD,EDDF,21,2.659685207213701e-12
LFPG,LEBL,2,4.474360925072719e-12
EDDM,EGLL,5,5.0527178474274646e-11
EDDM,LDSP,18,1.2544400846615654e-10
EDDM,LFPG,24,1.9774722149556782e-10
EDDF,LFPG,24,2.748615433451414e-10
EDDF,LEMD,14,1.7007221256661103e-09
EIDW,LYTV,8,1.73026399373465e-09
EGLL,LQSA,20,7.099089790055678e-09
LEBL,EDDM,16,1.5508152475059323e-08
