source,target,best_lag,p_value
EDDM,LDSP,10,1.3041320744655988e-22
LYTV,LBBG,8,9.699117679946733e-16
EGKK,EGLL,23,2.5502414367932415e-12
LBBG,LYTV,24,1.0767608545414432e-11
LEBL,EGKK,1,2.823044889720144e-11
LDDU,EIDW,1,4.287227548057953e-10
EGLL,EIDW,1,1.1970422835993576e-09
BKPR,EIDW,1,4.5492718513128354e-09
LEBL,EGLL,1,1.2733123254263043e-08
LBBG,LDDU,2,5.1778892925781986e-08
EGKK,LBSF,24,1.7855629836891262e-07
EGLL,LFPG,4,4.0780484841618916e-07
LYTV,EIDW,1,5.493582746964259e-07
EIDW,LBSF,21,5.69322453526428e-07
LEBL,LBSF,4,7.795723608378778e-07
EIDW,LFPG,1,1.1372470232591196e-06
LBBG,EIDW,1,2.0668735778741806e-06
LYTV,LDDU,1,2.3931169644674632e-06
EIDW,EGKK,3,3.5970002232068367e-06
EGKK,EIDW,2,4.462214351601988e-06
