Airport,Airport_Name,Delay_Type,Distribution,KS_Statistic,P_value,AIC,BIC,P90,P95,P99,Sample_Size,Data_P90,Data_P95,Data_P99
EGLL,London Heathrow,negative,Gamma,0.9730970511974802,0.0,1358918.9802592464,1358946.658788118,0.01666669296555035,0.016938528397160056,0.36654307506343997,75070,15.266666666666667,19.69250000000005,34.18333333333333
EGLL,London Heathrow,negative,Log-Normal,0.03796420312866533,1.9121297676822666e-94,450595.289447524,450622.9679763957,16.88189442509882,24.154568000114224,47.00897864525849,75070,15.266666666666667,19.69250000000005,34.18333333333333
LFPG,Paris Charles de Gaulle,positive,Log-Logistic,0.025641942604592377,4.150858852034717e-234,3036931.8276327285,3036964.592806773,34.72480316280241,52.59650802421676,130.7333147303006,409104,31.583333333333332,42.68333333333333,77.31616666666619
LFPG,Paris Charles de Gaulle,positive,Burr XII,0.004303970434624882,5.21585073630109e-07,3011982.8265347495,3012026.513433475,31.14480115931391,42.39029078209977,81.63882776455476,409104,31.583333333333332,42.68333333333333,77.31616666666619
LFPG,Paris Charles de Gaulle,positive,Generalized Gamma,0.02081050293024267,2.4506812246965546e-154,3019933.553589227,3019977.2404879527,33.50293661333359,44.40107357391845,71.57294989925838,409104,31.583333333333332,42.68333333333333,77.31616666666619
LFPG,Paris Charles de Gaulle,positive,Weibull,0.028741470570885608,5.0098672315294194e-294,3026390.0257023387,3026422.790876383,33.893884857831814,43.777048491216014,66.50343299657429,409104,31.583333333333332,42.68333333333333,77.31616666666619
LFPG,Paris Charles de Gaulle,positive,Gamma,0.9289756610886082,0.0,8098814.857175486,8098847.62234953,0.08982513695513153,0.46035445672854325,2.7827029787915873,409104,31.583333333333332,42.68333333333333,77.31616666666619
LFPG,Paris Charles de Gaulle,positive,Log-Normal,0.02425478003481657,1.6610098113240357e-209,3028196.721814661,3028229.486988705,33.00681898216254,45.7920261798713,83.99322518656548,409104,31.583333333333332,42.68333333333333,77.31616666666619
LFPG,Paris Charles de Gaulle,negative,Log-Logistic,0.03401098289916446,5.606354646533335e-174,1028141.3223120951,1028171.499898444,16.625329644595688,24.933478199027746,60.50720910912386,172680,14.75,18.75,29.616666666666667
LFPG,Paris Charles de Gaulle,negative,Burr XII,0.020807476163334573,2.245949384099423e-65,1007358.0293008878,1007398.2660826865,14.801042387078615,19.25703191839893,33.160047335169885,172680,14.75,18.75,29.616666666666667
LFPG,Paris Charles de Gaulle,negative,Generalized Gamma,0.029809779206109777,9.627434831170779e-134,1018701.3250516511,1018741.5618334498,15.952404742783283,21.154921129505734,34.1597811494827,172680,14.75,18.75,29.616666666666667
LFPG,Paris Charles de Gaulle,negative,Weibull,0.6445950162646488,0.0,1425492.6139029257,1425522.7914892747,6.197757458108909,16.310824490306853,79.4278069297296,172680,14.75,18.75,29.616666666666667
LFPG,Paris Charles de Gaulle,negative,Gamma,0.9855538805894243,0.0,3326840.3572012754,3326870.5347876246,0.01666666666666669,0.016666677964210556,0.05955919481862163,172680,14.75,18.75,29.616666666666667
LFPG,Paris Charles de Gaulle,negative,Log-Normal,0.035358602486102675,5.2403021766768106e-188,1022819.5431371473,1022849.7207234963,15.516283970094792,21.27301895382649,38.10472866775678,172680,14.75,18.75,29.616666666666667
EHAM,Amsterdam Schiphol,positive,Log-Logistic,0.022591976598632796,2.342589074642568e-202,3466106.1460938226,3466139.2330593937,37.56824114820108,56.30920862764681,136.7435871941184,455426,34.21666666666667,47.666666666666664,96.58333333333333
EHAM,Amsterdam Schiphol,positive,Burr XII,0.0032967182677089424,0.0001001812743773674,3444991.007441948,3445035.1233960427,34.28091088745205,47.06400402333631,92.73476819627024,455426,34.21666666666667,47.666666666666664,96.58333333333333
EHAM,Amsterdam Schiphol,positive,Generalized Gamma,0.023485001128305705,1.2257727847836974e-218,3456822.6051876866,3456866.721141781,36.988002070896265,49.60090325830401,82.50051956354838,455426,34.21666666666667,47.666666666666664,96.58333333333333
EHAM,Amsterdam Schiphol,positive,Weibull,0.03985312379380723,0.0,3470366.693697258,3470399.780662829,37.873791222966716,48.90324739831331,74.25516941559022,455426,34.21666666666667,47.666666666666664,96.58333333333333
EHAM,Amsterdam Schiphol,positive,Gamma,0.9044387436768188,0.0,8918075.55878899,8918108.64575456,0.39971219958063986,1.168710307323703,4.196342859081404,455426,34.21666666666667,47.666666666666664,96.58333333333333
EHAM,Amsterdam Schiphol,positive,Log-Normal,0.02300789471004261,7.33477844905701e-210,3460343.9167602803,3460377.0037258514,36.41199797543478,50.359612341582036,91.86447635916899,455426,34.21666666666667,47.666666666666664,96.58333333333333
EHAM,Amsterdam Schiphol,negative,Log-Logistic,0.03641954640935052,1.5404019867295388e-162,829770.102627952,829799.664994665,16.55663781545224,25.397919008902253,64.91179403989726,140663,14.45,18.433333333333334,29.25
EHAM,Amsterdam Schiphol,negative,Burr XII,0.02346710723089418,1.0043204959756996e-67,814049.6827116023,814089.0992005529,13.526485609045517,17.682323947545974,30.923266342814056,140663,14.45,18.433333333333334,29.25
EHAM,Amsterdam Schiphol,negative,Generalized Gamma,0.031289935819198644,4.4278436038497516e-120,823833.2611785547,823872.6776675053,15.850884704562738,21.489171483675438,36.26808243641519,140663,14.45,18.433333333333334,29.25
EHAM,Amsterdam Schiphol,negative,Weibull,0.5796813309959101,0.0,1083899.080387592,1083928.6427543052,8.475672594543783,20.220031128906587,83.81532177222998,140663,14.45,18.433333333333334,29.25
EHAM,Amsterdam Schiphol,negative,Gamma,0.9825838205770799,0.0,2616231.2918482,2616260.8542149127,0.01666666666669478,0.016667000980033674,0.10241007019734782,140663,14.45,18.433333333333334,29.25
EHAM,Amsterdam Schiphol,negative,Log-Normal,0.03697692511860984,1.535376557717522e-167,826178.2173401504,826207.7797068633,15.409696310312015,21.52408137355791,39.974975730069346,140663,14.45,18.433333333333334,29.25
EDDF,Frankfurt,positive,Log-Logistic,0.02611237261020498,4.538665704001429e-185,2304570.1156475283,2304602.065094673,35.96034717665916,56.998973720908545,157.05877200386257,311706,32.05,44.15,82.81583333333353
EDDF,Frankfurt,positive,Burr XII,0.011140495714713428,4.950402379553849e-34,2285111.5400194423,2285154.1392823015,33.45466090093985,47.64669011922154,101.36637631208035,311706,32.05,44.15,82.81583333333353
EDDF,Frankfurt,positive,Generalized Gamma,0.017365130061246514,4.44865034683078e-82,2289456.369454502,2289498.9687173613,33.78580808785039,45.67214006621585,76.10746888433138,311706,32.05,44.15,82.81583333333353
EDDF,Frankfurt,positive,Weibull,0.026468028424071588,3.910300816445574e-190,2293914.6281760433,2293946.577623188,33.80275958303236,44.25036450541296,68.71613281477262,311706,32.05,44.15,82.81583333333353
EDDF,Frankfurt,positive,Gamma,0.8789707547934231,0.0,5592399.270828104,5592431.220275248,0.49129652821892866,1.319760401195368,4.3951957546570375,311706,32.05,44.15,82.81583333333353
EDDF,Frankfurt,positive,Log-Normal,0.025661755288905352,9.451259568357651e-179,2297726.0463279122,2297757.995775057,33.56581072409039,48.11259043601032,93.97353539877649,311706,32.05,44.15,82.81583333333353
EDDF,Frankfurt,negative,Log-Logistic,0.03686695652782236,1.708153447518446e-308,1693032.3460472575,1693063.7612991903,20.575091597706333,29.068534046244274,61.39907852055269,260863,18.7,22.7,32.70633333333341
EDDF,Frankfurt,negative,Burr XII,0.013420143720748567,3.0756641258832877e-41,1659351.6853466702,1659393.5723492473,18.40652742488375,22.794256454468833,35.32819233753828,260863,18.7,22.7,32.70633333333341
EDDF,Frankfurt,negative,Generalized Gamma,0.035851043394225846,9.582784334605022e-292,1677769.9190112217,1677811.8060137988,20.227473298327393,26.031833217431643,39.84365702204032,260863,18.7,22.7,32.70633333333341
EDDF,Frankfurt,negative,Weibull,0.6528514926977715,0.0,2336707.3037292217,2336738.7189811547,8.804102338694332,23.1961706201368,113.10122181601396,260863,18.7,22.7,32.70633333333341
EDDF,Frankfurt,negative,Gamma,0.98460877538654,0.0,5406313.441775664,5406344.857027597,0.016666666666683243,0.016666931431313682,0.10157242239580534,260863,18.7,22.7,32.70633333333341
EDDF,Frankfurt,negative,Log-Normal,0.037649770037954666,0.0,1683343.985892058,1683375.4011439907,19.512398560750672,25.617384314595558,42.15896880184631,260863,18.7,22.7,32.70633333333341
LEMD,Madrid Barajas,positive,Log-Logistic,0.027859231671527318,2.4673794004613935e-215,2305925.0086561465,2305957.0248703193,31.29226197972512,46.87206940971708,113.549569326894,318721,28.183333333333334,37.63333333333333,68.8
LEMD,Madrid Barajas,positive,Burr XII,0.004391447696678763,9.140693806227387e-06,2284126.576654728,2284169.2649402916,28.167568419998787,37.846733498970494,70.75609356038453,318721,28.183333333333334,37.63333333333333,68.8
LEMD,Madrid Barajas,positive,Generalized Gamma,0.023992726996971914,8.165949348825555e-160,2293320.872382955,2293363.5606685188,30.381414439196643,40.20515940749216,64.7426617905198,318721,28.183333333333334,37.63333333333333,68.8
LEMD,Madrid Barajas,positive,Weibull,0.6360109873796995,0.0,3033380.3551398767,3033412.3713540495,13.405645505771101,34.393741968834874,160.49524023363313,318721,28.183333333333334,37.63333333333333,68.8
LEMD,Madrid Barajas,positive,Gamma,0.9864995602290965,0.0,7543075.603442935,7543107.619657108,0.01666666666666808,0.016666749259253086,0.08744533330580408,318721,28.183333333333334,37.63333333333333,68.8
LEMD,Madrid Barajas,positive,Log-Normal,0.027879211530033754,1.2128994250922313e-215,2299059.7499857033,2299091.766199876,29.807237161262748,41.029795168995655,74.11674019690089,318721,28.183333333333334,37.63333333333333,68.8
LEMD,Madrid Barajas,negative,Log-Logistic,0.03392150291728058,3.3391129469547576e-158,957056.3661894648,957086.2736876651,17.542484995252938,26.258760327329536,63.44545561800175,157813,15.633333333333333,19.833333333333332,31.25
LEMD,Madrid Barajas,negative,Burr XII,0.02549210773995736,1.5969505519414415e-89,939524.4770755258,939564.3537397928,15.159097267337135,19.173019439260106,31.068313999693345,157813,15.633333333333333,19.833333333333332,31.25
LEMD,Madrid Barajas,negative,Generalized Gamma,0.0330835850956408,1.6738950219821596e-150,948194.2185580415,948234.0952223085,16.912562414493284,21.738199953584935,32.62833852633297,157813,15.633333333333333,19.833333333333332,31.25
LEMD,Madrid Barajas,negative,Weibull,0.6397268898224521,0.0,1317937.885827515,1317967.7933257152,7.04587366199779,18.60855371492125,91.12179255723967,157813,15.633333333333333,19.833333333333332,31.25
LEMD,Madrid Barajas,negative,Gamma,0.981413194200436,0.0,2981606.64248125,2981636.5499794506,0.016666666668752484,0.016669368348160074,0.14625767732366785,157813,15.633333333333333,19.833333333333332,31.25
LEMD,Madrid Barajas,negative,Log-Normal,0.03445027061833217,3.675179501183804e-163,951651.6432149134,951681.5507131137,16.314908345684486,22.291136773517113,39.66075767721736,157813,15.633333333333333,19.833333333333332,31.25
LEBL,Barcelona,positive,Log-Logistic,0.026639516817613104,4.638474270428052e-155,1817872.5971881212,1817903.8945768827,32.0242490618858,48.855005049252306,123.42268571910576,250813,28.783333333333335,39.6,73.11466666666674
LEBL,Barcelona,positive,Burr XII,0.004637991298634375,4.1061265594067185e-05,1802157.5239148973,1802199.2537665796,28.73503218817223,39.43806235029378,77.36496094951445,250813,28.783333333333335,39.6,73.11466666666674
LEBL,Barcelona,positive,Generalized Gamma,0.022662563911667766,2.4778255335160835e-112,1807714.7177147197,1807756.447566402,30.867094636125813,41.107459277121976,66.83699968402776,250813,28.783333333333335,39.6,73.11466666666674
LEBL,Barcelona,positive,Weibull,0.03092406876300413,8.225879319383624e-209,1811747.9065494302,1811779.2039381918,31.242857934512717,40.515565306890274,61.95483477612122,250813,28.783333333333335,39.6,73.11466666666674
LEBL,Barcelona,positive,Gamma,0.865067942554714,0.0,4220062.178832442,4220093.476221203,0.7318425432474649,1.7047414014750848,4.984615790307203,250813,28.783333333333335,39.6,73.11466666666674
LEBL,Barcelona,positive,Log-Normal,0.02643198751012016,1.1657313352378585e-152,1812814.78820297,1812846.0855917316,30.41395940268429,42.449312768015744,78.76807136052842,250813,28.783333333333335,39.6,73.11466666666674
LEBL,Barcelona,negative,Log-Logistic,0.03543430280785778,8.991365438551915e-144,784727.3612361101,784756.7191032758,16.526015433298962,24.367912986558192,56.86015229711827,131394,14.783333333333333,18.5,27.95
LEBL,Barcelona,negative,Burr XII,0.013276622769941474,1.511282852017352e-20,768164.4374290273,768203.5812519148,14.539933051189417,18.660305218197347,31.24155257388321,131394,14.783333333333333,18.5,27.95
LEBL,Barcelona,negative,Generalized Gamma,0.0219329735808399,2.4395933889271654e-55,773481.5718425749,773520.7156654624,15.605300612146522,20.024335812237787,30.23847730965452,131394,14.783333333333333,18.5,27.95
LEBL,Barcelona,negative,Weibull,0.5305370632507673,0.0,975532.9988182414,975562.3566854071,8.36206369581253,16.13007455864972,47.231696335201406,131394,14.783333333333333,18.5,27.95
LEBL,Barcelona,negative,Gamma,0.9432611072091502,0.0,2056389.1722142182,2056418.530081384,0.019899235010747626,0.09930314923515776,1.437378774173888,131394,14.783333333333333,18.5,27.95
LEBL,Barcelona,negative,Log-Normal,0.036167516733309535,9.090369779836941e-150,779672.6429038384,779702.0007710041,15.367873513437969,20.73548123407178,35.998269333170406,131394,14.783333333333333,18.5,27.95
EDDM,Munich,positive,Log-Logistic,0.029132485606017555,5.039489952681064e-182,1721735.8239314924,1721767.066689897,28.56109511274503,44.01197736437304,113.72584590847993,246287,25.416666666666668,34.166666666666664,62.15
