,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.10020448680587597,0.021863162087208964,0.309978956399428,0.2697791162548068
1,500,0.07482664160219199,0.023223173810115048,0.03103446922812788,0.0245216477443998
2,1000,0.07154789604794021,0.012590588434851977,0.00043445284139869767,0.0004262714738867414
3,5000,0.06457886655757028,0.0032017023702012926,5.999015267279653e-17,8.067725467348141e-17
