source,target,best_lag,p_value
LDDU,LBBG,9,1.0000171989833098e-09
EGKK,EGLL,11,5.067815520391375e-09
LYTV,EGLL,12,2.8981669777043735e-08
LYTV,LFPG,19,1.513032710373591e-07
LYTV,LBBG,3,2.4629538152817556e-06
EIDW,EDDF,7,4.948941350907727e-06
EDDM,LDZA,19,5.094003997123469e-06
EDDF,LATI,16,6.091856873400877e-06
EIDW,EDDM,20,9.003734295491123e-06
LDSP,LBBG,7,2.565609111050745e-05
LEMD,EDDM,4,2.8467608364382746e-05
LEBL,LDZA,8,2.8499972967494027e-05
LQSA,LEBL,20,3.20997006767354e-05
LDZA,LIRF,6,5.4030335722557904e-05
LBSF,LQSA,16,5.6892173515927555e-05
BKPR,LEMD,21,5.9677531121687895e-05
LDDU,EDDM,22,9.341585893909858e-05
EIDW,LDSP,8,9.458571509565511e-05
EHAM,LBBG,24,0.0001588984909078496
EDDF,LFPG,4,0.00016906206710993037
