source,target,best_lag,p_value
LBBG,EGLL,24,2.3430115150953363e-77
EGLL,LBBG,10,3.3689885314943464e-39
LDDU,LBBG,24,9.527321635664785e-14
EHAM,EGLL,1,1.6548599019847529e-12
LFPG,EDDM,5,6.384710934077412e-11
EDDF,LDZA,6,1.2057234004230554e-10
LFPG,LEMD,2,2.429480194127075e-10
LBSF,EDDM,21,1.1358141683368227e-09
EHAM,LEMD,24,1.5464473345881957e-08
EDDM,LWSK,16,1.9099844272319308e-08
LFPG,EIDW,5,2.8540353198633504e-08
LWSK,EDDM,21,3.443280886914762e-08
EDDM,EIDW,7,5.2212932925191063e-08
EDDM,LBSF,17,5.387115864184031e-08
EDDM,LFPG,3,9.926270422559854e-08
EDDF,EDDM,23,1.0336023842684911e-07
EDDM,EGLL,5,1.2571312893671412e-07
LFPG,EHAM,23,1.3834224435816594e-07
LFPG,LYTV,10,1.7025937019953273e-07
EDDM,EDDF,23,1.9917765772451062e-07
