source,target,best_lag,p_value
EGLL,LFPG,2,0.011275206160953927
EGLL,EHAM,1,0.30789541130860276
EGLL,EDDF,2,0.0008405589675234477
EGLL,LEMD,8,0.2687122332762674
EGLL,LEBL,3,0.00023331148900316705
EGLL,EDDM,1,4.3223366810818044e-05
EGLL,EGKK,5,2.980378509210829e-06
EGLL,LIRF,3,0.0003601244591614165
EGLL,EIDW,22,0.0005200839823071212
EGLL,LATI,4,0.05600570126072339
EGLL,LQSA,11,0.05814430765951765
EGLL,LBSF,3,0.3601637029519128
EGLL,LBBG,1,0.5045592365686007
EGLL,LDZA,6,0.48603875744866576
EGLL,LDSP,1,0.8144796465633837
EGLL,LDDU,15,0.03651891106910871
EGLL,BKPR,15,0.6248030988324113
EGLL,LYTV,13,1.0298868464678534e-06
EGLL,LWSK,14,4.9278404773624874e-05
LFPG,EGLL,2,0.09403108703866192
LFPG,EHAM,23,0.011203905469404783
LFPG,EDDF,24,0.0025509460405737745
LFPG,LEMD,5,3.758452496613645e-05
LFPG,LEBL,5,1.6205195305928982e-08
LFPG,EDDM,23,4.6412526185094054e-05
LFPG,EGKK,6,0.3185395943018142
LFPG,LIRF,4,0.012426989240004143
LFPG,EIDW,8,2.0819718407149056e-06
LFPG,LATI,15,6.345018278320853e-05
LFPG,LQSA,18,0.004713050370062353
LFPG,LBSF,6,0.002441615409984676
LFPG,LBBG,15,0.06450413295949405
LFPG,LDZA,4,0.0010029603424008908
LFPG,LDSP,1,0.16286179552959273
LFPG,LDDU,15,0.04360435923581041
LFPG,BKPR,16,0.004996970804817269
LFPG,LYTV,11,1.3049657867026025e-07
LFPG,LWSK,21,0.015352797825358856
EHAM,EGLL,5,0.042450186874595223
EHAM,LFPG,1,6.58953585008629e-06
EHAM,EDDF,20,2.0372851086372517e-14
EHAM,LEMD,2,2.3137796950935163e-07
EHAM,LEBL,4,9.545563750840478e-08
EHAM,EDDM,2,1.0821312713055354e-09
EHAM,EGKK,4,0.0025822353899001707
EHAM,LIRF,1,0.0020607219264098193
EHAM,EIDW,1,0.0011023182369818345
EHAM,LATI,7,0.07317115261158715
EHAM,LQSA,17,0.49138983802134495
EHAM,LBSF,3,3.79903772394341e-06
EHAM,LBBG,1,0.00600770719739867
EHAM,LDZA,1,1.7230408173453447e-05
EHAM,LDSP,19,0.22158156652982586
EHAM,LDDU,20,0.03591807886549058
EHAM,BKPR,1,1.571269299908916e-06
EHAM,LYTV,13,0.00011894793597465047
EHAM,LWSK,21,0.0477918477410139
EDDF,EGLL,1,1.2295912197421494e-05
EDDF,LFPG,24,2.3116053254774572e-07
EDDF,EHAM,24,1.7138114598006913e-06
EDDF,LEMD,23,0.0001307683718168316
EDDF,LEBL,4,7.915466843209444e-08
EDDF,EDDM,22,0.00011182447868373743
EDDF,EGKK,24,0.00689092712833532
EDDF,LIRF,23,0.002316447863615847
EDDF,EIDW,24,6.471190943791002e-07
EDDF,LATI,5,5.476837726815661e-06
EDDF,LQSA,10,0.0026254448508093906
EDDF,LBSF,11,0.014748306966369635
EDDF,LBBG,1,0.1788978621254333
EDDF,LDZA,2,0.0001513511824665275
EDDF,LDSP,21,0.0005850220861499044
EDDF,LDDU,12,0.007273398611775167
EDDF,BKPR,1,0.15647008219600983
EDDF,LYTV,10,5.5439411210233205e-14
EDDF,LWSK,22,0.002493504141543301
LEMD,EGLL,1,0.0002407887969575119
LEMD,LFPG,1,0.06906553699843068
LEMD,EHAM,23,0.3486071747055343
LEMD,EDDF,4,0.0012270979997890167
LEMD,LEBL,3,8.246067657360002e-06
LEMD,EDDM,20,0.0008278358902585225
