source,target,best_lag,p_value
LYTV,LBBG,1,0.21541259719239678
LYTV,LQSA,1,3.207060829266945e-08
LYTV,LDDU,2,2.0188862658968108e-05
LYTV,LDZA,1,0.012919871195657578
LYTV,BKPR,2,0.21131498756849137
LYTV,LBSF,1,0.33252718370231116
LYTV,LWSK,5,0.012403083588825732
LYTV,LATI,4,0.0808664255085749
LYTV,LDSP,3,0.032315678585770106
LBBG,LYTV,1,0.7106808399906089
LBBG,LQSA,1,0.4519197841482133
LBBG,LDDU,5,0.0001778902713374679
LBBG,LDZA,3,0.004012104392658719
LBBG,BKPR,2,0.0018735436093013816
LBBG,LBSF,1,0.038269334130982616
LBBG,LWSK,2,0.23437857593178738
LBBG,LATI,3,0.000174035991583932
LBBG,LDSP,1,0.8498442728021413
LQSA,LYTV,4,0.0002375915882856773
LQSA,LBBG,8,0.2288161673246729
LQSA,LDDU,6,0.028434108859733666
LQSA,LDZA,1,0.05928213854089186
LQSA,BKPR,2,0.0454252170640124
LQSA,LBSF,1,0.2283236823083796
LQSA,LWSK,5,0.6186127017686329
LQSA,LATI,2,0.011099247849289551
LQSA,LDSP,3,0.5471804547421115
LDDU,LYTV,2,0.0671638722893573
LDDU,LBBG,3,0.6664122473201313
LDDU,LQSA,1,0.07539207556511528
LDDU,LDZA,1,0.27997890429377154
LDDU,BKPR,2,0.1050255306608495
LDDU,LBSF,1,0.8971513524860042
LDDU,LWSK,1,0.7888975057858312
LDDU,LATI,1,0.14999173392519696
LDDU,LDSP,3,0.10506599961644558
LDZA,LYTV,7,0.000577022073691783
LDZA,LBBG,8,0.06511701640935298
LDZA,LQSA,3,0.013418613388410022
LDZA,LDDU,1,0.506329336739817
LDZA,BKPR,8,0.04362542334029072
LDZA,LBSF,2,0.0064215175682845625
LDZA,LWSK,2,0.13857120735879813
LDZA,LATI,1,0.5116717623446585
LDZA,LDSP,2,0.5353355618106101
BKPR,LYTV,5,0.6300274458655954
BKPR,LBBG,2,9.748321939458617e-09
BKPR,LQSA,2,0.002156657811421683
BKPR,LDDU,1,0.08429284632525283
BKPR,LDZA,1,0.0004572067867196905
BKPR,LBSF,3,0.16617192358438532
BKPR,LWSK,1,0.024763154326974283
BKPR,LATI,3,0.0050807511172904765
BKPR,LDSP,1,0.8787978012414086
LBSF,LYTV,4,0.3908096989549805
LBSF,LBBG,4,0.44812919705725207
LBSF,LQSA,6,0.0458877492722394
LBSF,LDDU,5,0.003237175937948296
LBSF,LDZA,2,0.13337787275119573
LBSF,BKPR,3,0.010366318655492188
LBSF,LWSK,1,0.1193413575294308
LBSF,LATI,1,0.8184728670764408
LBSF,LDSP,6,0.9576595191149605
LWSK,LYTV,2,0.11987403270063371
LWSK,LBBG,4,0.3831790515246835
LWSK,LQSA,5,0.00029900105824351474
LWSK,LDDU,7,0.043957681218555464
LWSK,LDZA,3,0.06438581923605483
LWSK,BKPR,4,0.07764106196635051
LWSK,LBSF,1,0.13582286378159994
LWSK,LATI,8,0.07071559919841652
LWSK,LDSP,3,0.5178152705165067
LATI,LYTV,7,0.0009075144773429085
LATI,LBBG,8,0.11641840344279222
LATI,LQSA,5,0.0002716084324424279
LATI,LDDU,4,0.12885854829504045
LATI,LDZA,7,1.6666769208749894e-05
LATI,BKPR,1,0.014002990448409622
LATI,LBSF,4,0.41654128922018163
LATI,LWSK,3,0.12128529052902358
LATI,LDSP,6,0.001091345409518668
LDSP,LYTV,1,0.8613231505026808
LDSP,LBBG,3,0.5073570930751831
LDSP,LQSA,3,0.36165074425190946
LDSP,LDDU,1,0.5759275437106537
LDSP,LDZA,1,0.03566632989389238
LDSP,BKPR,3,0.24364933813074305
LDSP,LBSF,6,0.7200594443279851
LDSP,LWSK,7,0.7960416885589126
LDSP,LATI,3,0.028183815640513737
