Region,Distribution,df,df_CI_low,df_CI_high,nc,nc_CI_low,nc_CI_high,loc,loc_CI_low,loc_CI_high,scale,scale_CI_low,scale_CI_high,KS stat.
Europe,Noncentral t,3.7185230612634603,3.702620935548802,3.731213309227709,1.2139889639559216,1.2073092007586117,1.219745134149471,-9.197518447606722,-9.266407075875895,-9.119287471993985,10.923873928476684,10.91235812747416,10.935806942807899,0.0034315834579472515
Balkans,Noncentral t,4.222349780772724,4.052588989544564,4.294914961030734,0.5646559252655587,0.36030251490768583,0.5873404210775364,-4.188066059527326,-4.417640466474449,-1.8576306967834142,9.976949906208386,9.935349846245618,10.027403363114683,0.003062342781453453
