airport,distribution,n_samples,log_likelihood,aic,ks_statistic,p_value,parameters,data_support,units
LDDU,normal,22518,-91410.64156893676,182825.2831378735,0.07726253373742586,2.3315236196296e-117,"(np.float64(3.3635573023063037), np.float64(14.02033939931921))",signed,minutes
LDDU,nct,22518,-88441.21119725023,176890.42239450046,0.003952513350243769,0.8718423122637691,"(np.float64(3.935640550091742), np.float64(0.6325206417569107), np.float64(-4.024701889466153), np.float64(9.230005692785863))",signed,minutes
LDDU,lognorm,13236,-45257.45483713082,90520.90967426164,0.031115147381255093,1.44313377967374e-11,"(np.float64(0.8519017841514303), -1.099773805071679, np.float64(8.676474517651608))",positive,minutes
LDDU,gamma,13236,-100670.94466434604,201347.88932869208,0.8581301925675227,0.0,"(np.float64(0.08744637143009795), np.float64(0.016666666666666663), np.float64(3.289325618860036))",positive,minutes
LDDU,burr12,13236,-45003.95162846541,90015.90325693082,0.01526364162643118,0.0041499514005285424,"(np.float64(1.2141424931169587), np.float64(4.8852490605728445), np.float64(0.007639904863127971), np.float64(37.016538125397))",positive,minutes
LDDU,gengamma,13236,-45083.51444108263,90175.02888216526,0.021977327591090612,5.511255869843727e-06,"(np.float64(1.7962491941239702), np.float64(0.7617822559885522), np.float64(-0.007184613682249366), np.float64(4.694535763513524))",positive,minutes
LDDU,lomax,13236,-45163.19312539096,90332.38625078191,0.04566049014312529,2.0321715428791216e-24,"(np.float64(27.335366496663344), np.float64(0.016666666666659176), np.float64(294.04913149844407))",positive,minutes
LDDU,invgauss,13236,-45275.81223587645,90557.6244717529,0.03028463108933499,5.57233857077555e-11,"(np.float64(0.8057642735641377), np.float64(-1.7548019647610285), np.float64(16.06558092121856))",positive,minutes
LDDU,expon,13236,-45181.80450235266,90367.60900470531,0.03780941986260167,7.080710276499353e-17,"(0.016666666666666666, 11.1736048151506)",positive,minutes
