,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.052990454846805,0.014645059132811528,0.8759148272123024,0.1880358295430815
1,500,0.03017745803052544,0.007820793088955157,0.7313591545320511,0.24777632086924098
2,1000,0.022102848412996846,0.00387792067340298,0.6942574867028876,0.18863220832621216
3,5000,0.011669278873459898,0.003618473572167664,0.5728624903311162,0.2789098012587402
