,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.13167890764598816,0.05890945726248032,0.19768175429863838,0.15539442513615992
1,500,0.0834385789386739,0.008681899327753715,0.00344696278456375,0.0030197204746109222
2,1000,0.08972419726307682,0.020676032342728072,2.6261384919987087e-05,3.7612916388764024e-05
3,5000,0.07710361322248008,0.004975144957446712,3.523924886770288e-22,7.045408022098229e-22
