Unnamed: 0,distribution,aic,ks_statistic,p_value,parameters,airport,n_samples,log_likelihood
0.0,normal,367218.184842108,0.0772625337374257,2.3315236196314052e-117,"(np.float64(201.8134381383782), np.float64(841.2203639591527))",,,
1.0,nct,361424.1562700449,0.0127980295239091,0.001240789312409,"(np.float64(3.698891513832923), np.float64(0.2558362315515872), np.float64(-2.297276173163149), np.float64(554.3482140653779))",,,
2.0,lognorm,365832.9398502099,0.0638281343438039,3.3690874397576548e-80,"(np.float64(0.06096933024218231), np.float64(-13202.308546066919), np.float64(13378.911581723209))",,,
3.0,gamma,inf,0.9981379344966944,0.0,"(np.float64(0.0026067331794984785), np.float64(-2549.0000000000005), np.float64(3.8571040346351135))",,,
,burr12,90015.90325693082,0.01526364162643118,0.0041499514005285424,"(np.float64(1.2141424931169587), np.float64(4.8852490605728445), np.float64(0.007639904863127971), np.float64(37.016538125397))",LDDU,13236.0,-45003.95162846541
,gengamma,90175.02888216526,0.021977327591090612,5.511255869843727e-06,"(np.float64(1.7962491941239702), np.float64(0.7617822559885522), np.float64(-0.007184613682249366), np.float64(4.694535763513524))",LDDU,13236.0,-45083.51444108263
,lomax,90332.38625078191,0.04566049014312529,2.0321715428791216e-24,"(np.float64(27.335366496663344), np.float64(0.016666666666659176), np.float64(294.04913149844407))",LDDU,13236.0,-45163.19312539096
,invgauss,90557.6244717529,0.03028463108933499,5.57233857077555e-11,"(np.float64(0.8057642735641377), np.float64(-1.7548019647610285), np.float64(16.06558092121856))",LDDU,13236.0,-45275.81223587645
,expon,90367.60900470531,0.03780941986260167,7.080710276499353e-17,"(0.016666666666666666, 11.1736048151506)",LDDU,13236.0,-45181.80450235266
