Unnamed: 0,distribution,aic,ks_statistic,p_value,parameters,airport,n_samples,log_likelihood
0.0,normal,5408213.986227596,0.1002153384964659,0.0,"(np.float64(745.6820418126399), np.float64(1250.2570467139828))",,,
1.0,nct,5278473.881038716,0.0041858197668861,3.066473967191001e-05,"(np.float64(4.150759539992647), np.float64(1.5387567555398207), np.float64(-619.6558794703258), np.float64(714.745456200704))",,,
2.0,lognorm,8913036.135317206,0.7766546627564443,0.0,"(np.float64(9.807742176005021), np.float64(-39062.00000000001), np.float64(20.587478964465056))",,,
3.0,gamma,inf,0.9985763564987858,0.0,"(np.float64(0.002445537525719143), np.float64(-1931.0000000000002), np.float64(5.410428668045556))",,,
,burr12,1876766.7339082018,0.015167345235382934,2.807652478664952e-48,"(np.float64(1.2778236987632117), np.float64(4.728331666785069), np.float64(-0.014323626041445827), np.float64(58.25931462863287))",EGKK,239448.0,-938379.3669541009
,gengamma,1879683.099240479,0.02141746756664681,7.625173634657697e-96,"(np.float64(1.8191196723989695), np.float64(0.7949873252091507), np.float64(-0.056427526200073054), np.float64(8.246360445650643))",EGKK,239448.0,-939837.5496202395
,lomax,1885618.3888237095,0.05866034765789732,0.0,"(np.float64(143.97692075904473), np.float64(0.016666666664665167), np.float64(2697.607480596049))",EGKK,239448.0,-942806.1944118547
,invgauss,1885151.984867665,0.024613764909550973,1.8786133512303342e-126,"(np.float64(0.6861882206057183), np.float64(-3.4038182548723905), np.float64(32.48184512675533))",EGKK,239448.0,-942572.9924338325
,expon,1885645.8413417344,0.05726048633379696,0.0,"(0.016666666666666666, 18.868176110609962)",EGKK,239448.0,-942820.9206708672
