Unnamed: 0,distribution,aic,ks_statistic,p_value,parameters,airport,n_samples,log_likelihood
0.0,normal,4453586.380655038,0.0805977000044976,0.0,"(np.float64(108.06441304258027), np.float64(1035.997836637036))",,,
1.0,nct,4369857.255444057,0.0120246874722507,7.1077870241166945e-34,"(np.float64(4.144283574765446), np.float64(0.8295780184231778), np.float64(-609.9243287925067), np.float64(681.8475755497748))",,,
2.0,lognorm,4451550.37949847,0.0782861258308956,0.0,"(np.float64(0.011901015261104323), np.float64(-86616.71893826866), np.float64(86718.63448850269))",,,
3.0,gamma,4925374.778465132,0.3289364131963395,0.0,"(np.float64(1616.699262623045), np.float64(-160966.431995256), np.float64(99.6040643429547))",,,
,burr12,963229.481541012,0.015944354406099037,3.293690705875927e-30,"(np.float64(1.1681055947293693), np.float64(4.5085291852852265), np.float64(0.0093895926752183), np.float64(41.53381035199929))",EIDW,134851.0,-481610.740770506
,gengamma,964981.2982523856,0.021782558762342807,5.16514999238913e-56,"(np.float64(1.8497232524337939), np.float64(0.7136686580279555), np.float64(-0.0039896729524241045), np.float64(4.907924957386423))",EIDW,134851.0,-482486.6491261928
,lomax,965222.401074972,0.03807303917776694,2.8111573128346927e-170,"(np.float64(13.178094806531206), np.float64(0.0166666666666601), np.float64(161.0150263720716))",EIDW,134851.0,-482608.200537486
,invgauss,969283.3639559785,0.02976253215130209,3.291087981408118e-104,"(np.float64(0.9353244631183278), np.float64(-1.847662324422822), np.float64(16.160441697019273))",EIDW,134851.0,-484638.68197798927
,expon,966633.8305204532,0.02789267935640205,1.412367596132204e-91,"(0.016666666666666666, 13.250910016734519)",EIDW,134851.0,-483314.9152602266
