,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.05598976526267772,0.006776488485396524,0.8798056150147093,0.0658501492144009
1,500,0.029793531014124314,0.005936062770963502,0.7300471828755934,0.19077630406579824
2,1000,0.017634628075510157,0.003682145722507947,0.8701826549263171,0.13034358327782553
3,5000,0.01169055512281154,0.004390501961430194,0.5346955969758491,0.374425997217744
