Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.8511891402675769), np.float64(7.804804628336498), np.float64(7.213360696154274))",0.02233985775042746,0.0001881461763008998,56498.1112347377,56519.5158214301
Exponential,"(0.016666666666666666, 7.788126819799419)",0.04923929236087121,5.606325052753415e-20,56617.52648758237,56631.79621204397
Weibull,"(np.float64(0.9307313072163523), np.float64(0.016666666666666663), np.float64(6.917956341821904))",0.09815944374652102,3.1677338922327097e-78,56886.31953643558,56907.72412312798
Lognormal,"(np.float64(0.7874805513676159), -1.0837924562392258, np.float64(6.627027384181431))",0.03413570699873858,8.008392750217065e-10,56964.072255745545,56985.47684243794
Generalized Extreme Value,"(np.float64(-0.3206854674894516), np.float64(4.15380634119032), np.float64(3.788278538469755))",0.03675478487474004,2.549988494908359e-11,57325.30665677115,57346.71124346355
Normal,"(np.float64(7.804793486466085), np.float64(7.478248554537807))",0.14883632445084133,8.900960720760697e-180,63634.16033402422,63648.43005848582
Gamma,"(np.float64(0.22663327701257624), np.float64(0.016666666666666663), np.float64(2.912982214676733))",0.7276212674913881,0.0,101626.44670715652,101647.85129384891
