Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.834252947393305), np.float64(12.629269975168384), np.float64(11.57202954766187))",0.02032571793607582,0.0007967492051693425,66699.870421702,66721.33395316305
Weibull,"(np.float64(1.0985765054666472), np.float64(0.015185950690887857), np.float64(13.07736805837193))",0.023335637894549982,6.618388635556696e-05,66726.16935949189,66747.63289095294
Exponential,"(0.016666666666666666, 12.612657290895632)",0.05693981450854732,4.3070322251089596e-27,66859.3320023816,66873.64102335564
Lognormal,"(np.float64(0.7942093528570535), -1.6181843392066768, np.float64(10.54195436644112))",0.027403599653581523,1.329418019680706e-06,67035.1978570269,67056.66138848795
Generalized Extreme Value,"(np.float64(-0.33478771068046154), np.float64(6.667605965806596), np.float64(6.016193075073158))",0.03166104419812066,1.1378376107709866e-08,67364.44743983165,67385.9109712927
Normal,"(np.float64(12.629323957562299), np.float64(12.26517723552171))",0.15189716651334678,5.65075493925566e-191,74254.7401362456,74269.04915721963
Gamma,"(np.float64(0.20204467235459522), np.float64(0.016666666666666663), np.float64(3.3600050176380982))",0.7881911287062887,0.0,134968.40812273463,134989.87165419568
