Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.660656573986373), np.float64(22.384260606641877), np.float64(18.647590899236153))",0.024683314505169918,4.0406581154592486e-257,3951341.1928194677,3951374.4684144496
Lognormal,"(np.float64(0.6798300880528034), -3.946421893598616, np.float64(20.927415086713605))",0.020838297739935008,2.2722100949278245e-183,3951714.7761293817,3951748.0517243636
Weibull,"(np.float64(1.2006021463109566), np.float64(0.010512047193492946), np.float64(23.8470198506923))",0.032196738877472986,0.0,3957869.501145068,3957902.77674005
Generalized Extreme Value,"(np.float64(-0.2521351973184651), np.float64(12.985023185162518), np.float64(10.596449604175717))",0.01991316045558167,1.7419147937687826e-167,3959197.4545811918,3959230.7301761736
Exponential,"(0.016666666666666666, 22.367554364672706)",0.09596296027832246,0.0,3984231.0104338485,3984253.194163836
Normal,"(np.float64(22.384221031339372), np.float64(20.83313706062621))",0.14148917867070593,0.0,4321653.570371814,4321675.754101802
Gamma,"(np.float64(0.043413056434593686), np.float64(0.016666666666666663), np.float64(3.6971423227682774))",0.9384756760849313,0.0,11449958.285615683,11449991.561210664
