Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.6606247796669895), np.float64(9.866496677763363), np.float64(8.248227513638096))",0.03263130342843418,4.444211278122263e-178,1251257.3010788544,1251287.7972682754
Lognormal,"(np.float64(0.609541215706125), -2.765712194168937, np.float64(10.551782656069769))",0.03437516193032908,1.4053965584955552e-197,1259780.5924086766,1259811.0885980977
Exponential,"(0.016666666666666666, 9.849799421612126)",0.08868276039667605,0.0,1262569.3164695394,1262589.6472624869
Generalized Extreme Value,"(np.float64(-0.1652386416520059), np.float64(6.023643691468628), np.float64(5.054360086501591))",0.03298312157064631,6.245069338834003e-182,1264969.4979430255,1264999.9941324466
Normal,"(np.float64(9.866466088278793), np.float64(8.870998367082688))",0.1334268759614211,0.0,1383268.434058278,1383288.7648512255
Weibull,"(np.float64(0.3097664400011012), np.float64(0.016666666666666663), np.float64(0.7207194902859486))",0.6245325362858068,0.0,1701156.5051214627,1701187.0013108838
Gamma,"(np.float64(0.00921327209831338), np.float64(0.016666666666666663), np.float64(3.216123114884364))",0.967690280050313,0.0,3682297.181653776,3682327.6778431972
