Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.8638405368036843), np.float64(11.864698492472623), np.float64(11.046494966000893))",0.022526090288242484,1.909952805134766e-05,78864.23274708103,78886.25000306463
Weibull,"(np.float64(1.068445413826034), np.float64(0.015070976116835135), np.float64(12.169817594317301))",0.025316038830616394,9.146171184563976e-07,78908.52021271702,78930.53746870063
Exponential,"(0.016666666666666666, 11.848059902702067)",0.04515066878096846,1.378397562998041e-20,78988.78969489942,79003.46786555515
Lognormal,"(np.float64(0.8174046057111019), -1.3850113418489778, np.float64(9.61342130135604))",0.03510241274857406,1.302139990291105e-12,79179.90522407196,79201.92248005557
Generalized Extreme Value,"(np.float64(-0.35143519091132314), np.float64(6.130801313677186), np.float64(5.598403511290062))",0.0359668595325352,3.2146618379744715e-13,79582.77929572266,79604.79655170627
Normal,"(np.float64(11.864726569368734), np.float64(12.55112632712954))",0.172588963823763,1.0041335883529938e-296,89830.14093118435,89844.81910184008
Gamma,"(np.float64(0.044784534698260575), np.float64(0.016666666666666663), np.float64(3.33746939625858))",0.9059758730094226,0.0,194046.80501292448,194068.8222689081
