Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.896745162322974), np.float64(7.425323314151758), np.float64(7.028480910579404))",0.016737303208122167,7.836596781366445e-39,946733.1140767792,946763.0215749795
Exponential,"(0.016666666666666666, 7.408656130990477)",0.037530086957151376,1.443176996822811e-193,947718.1134803137,947738.0518124473
Lognormal,"(np.float64(0.8204226576739658), -0.8955354996847859, np.float64(6.014074417355927))",0.03445027061833228,3.675179501174846e-163,951651.6432149133,951681.5507131136
Generalized Extreme Value,"(np.float64(-0.3454277124904138), np.float64(3.8201120443567227), np.float64(3.5379718583732993))",0.03729806376132183,3.473259621599206e-191,958079.2707614191,958109.1782596194
Normal,"(np.float64(7.425322797657143), np.float64(9.87389381653001))",0.22652867891438122,0.0,1170608.0673732723,1170628.0057054057
Weibull,"(np.float64(0.28926989054392827), np.float64(0.016666666666666663), np.float64(0.3225463477329038))",0.6467064622068607,0.0,1319806.7373558062,1319836.6448540064
Gamma,"(np.float64(0.003841578257647797), np.float64(0.016666666666666663), np.float64(3.017913961698091))",0.9814131942004338,0.0,2981606.642481205,2981636.5499794055
