Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Weibull,"(np.float64(0.9766871002738914), np.float64(0.016666666666666663), np.float64(14.383892390787365))",0.026468028424071588,3.910300816445574e-190,2293914.6281760437,2293946.5776231885
Pearson Type III,"(np.float64(2.023343139602347), np.float64(14.60239299849762), np.float64(14.755964654813736))",0.02885891420745168,5.8231110636202356e-226,2294621.134181133,2294653.0836282778
Exponential,"(0.016666666666666666, 14.605236077158175)",0.029829733631400956,2.1528885440351187e-241,2295020.530802559,2295041.830433989
Lognormal,"(np.float64(0.9690748214091435), -0.9049351801351045, np.float64(9.956162090093096))",0.025661755288905463,9.451259568323967e-179,2297726.046327912,2297757.9957750565
Generalized Extreme Value,"(np.float64(-0.49247017865147735), np.float64(6.4936776151378), np.float64(6.396565403981427))",0.030955236111491535,6.34582998415165e-260,2311751.3570567877,2311783.3065039325
Normal,"(np.float64(14.621902743824842), np.float64(17.56677538135924))",0.20287032897632173,0.0,2671291.9332257207,2671313.2328571505
Gamma,"(np.float64(0.06703231449101593), np.float64(0.016666666666666663), np.float64(3.3992376374733246))",0.8789707547934253,0.0,5592399.270828128,5592431.220275273
