Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.7847187130523898), np.float64(9.336980649326458), np.float64(8.331121193161964))",0.029416508595166868,1.5342917656791084e-196,1679311.3627577564,1679342.7780096892
Lognormal,"(np.float64(0.6912640991673622), -1.8720593225144861, np.float64(8.817812316179923))",0.03764977003795433,0.0,1683343.985892058,1683375.4011439907
Exponential,"(0.016666666666666666, 9.320292580141043)",0.067046323679752,0.0,1686323.657760467,1686344.6012617555
Generalized Extreme Value,"(np.float64(-0.2393963364624412), np.float64(5.328364906107769), np.float64(4.662702444948184))",0.03480958505476217,4.626860647744766e-275,1690695.321246977,1690726.7364989098
Normal,"(np.float64(9.33695924680771), np.float64(12.735980288834943))",0.23214287514344617,0.0,2067796.975563686,2067817.9190649746
Weibull,"(np.float64(0.271310351757287), np.float64(0.016666666666666663), np.float64(0.40625790565523195))",0.6528514926977715,0.0,2336707.3037292208,2336738.718981154
Gamma,"(np.float64(0.0032597996288133715), np.float64(0.016666666666666663), np.float64(3.2066306416883705))",0.98460877538654,0.0,5406313.441775663,5406344.857027596
