Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.8086950586976247), np.float64(9.817704472935102), np.float64(8.872931225241187))",0.021229327043320423,8.697306258270416e-14,223221.9925646766,223247.3049540852
Weibull,"(np.float64(1.116988842498724), np.float64(0.013763369459113592), np.float64(10.216747564486045))",0.020027953700310852,2.5625699570720328e-12,223297.31185431915,223322.62424372777
Exponential,"(0.016666666666666666, 9.801057728010004)",0.058231433100745356,5.408261238690431e-101,223961.74895814428,223978.62388441668
Lognormal,"(np.float64(0.750738055361533), -1.547426391145673, np.float64(8.670494222530138))",0.03552277472852572,7.763199662558332e-38,224623.89117747446,224649.20356688308
Generalized Extreme Value,"(np.float64(-0.28618773291083754), np.float64(5.388325967991939), np.float64(4.805709401552333))",0.03706622547116101,3.697251333786644e-41,225803.10856247324,225828.42095188185
Normal,"(np.float64(9.817724394676672), np.float64(9.652353270469355))",0.15495615958795955,0.0,251501.97909553477,251518.85402180717
Gamma,"(np.float64(0.07705552927417522), np.float64(0.016666666666666663), np.float64(3.192442339890855))",0.8644180521575,0.0,499467.5138504795,499492.8262398881
