Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.763405202262534), np.float64(7.858106914469113), np.float64(6.925459989450911))",0.029400643626775358,9.004095365975963e-05,35162.53981315995,35182.524732547296
Exponential,"(0.016666666666666666, 7.841440193872252)",0.07112384921544168,7.405002350086584e-26,35352.567746280634,35365.891025872195
Lognormal,"(np.float64(0.6902571752083005), -1.596690115108728, np.float64(7.502060807966307))",0.03728171840995664,2.0602368705983914e-07,35400.81542237334,35420.80034176069
Generalized Extreme Value,"(np.float64(-0.23208848222220796), np.float64(4.515250036339886), np.float64(3.931884847917453))",0.03975769967592235,2.2670449393303108e-08,35579.48555333438,35599.470472721725
Normal,"(np.float64(7.858106860538919), np.float64(7.857006403897023))",0.15913511840667988,2.903632875806518e-128,40215.89691515679,40229.22019474835
Weibull,"(np.float64(0.44356813431952613), np.float64(0.016666666666666663), np.float64(1.6440760747356995))",0.49724433752305264,0.0,43143.99053782308,43163.97545721043
Gamma,"(np.float64(0.02596125271904858), np.float64(0.016666666666666663), np.float64(3.1149761230233466))",0.9284526424694866,0.0,89236.83002054828,89256.81493993562
