Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.8793850707345454), np.float64(11.573308237616892), np.float64(10.861718458965493))",0.021555273266854913,4.405253568537449e-08,130526.63438448621,130550.18401183547
Exponential,"(0.016666666666666666, 11.556645213476823)",0.04326573507799736,2.850029718404627e-31,130696.54442373112,130712.2441752973
Lognormal,"(np.float64(0.8267566813681609), -1.302071805164271, np.float64(9.257389648304372))",0.026944551537613992,2.1763165168396667e-12,130958.43824841887,130981.98787576813
Generalized Extreme Value,"(np.float64(-0.3622103652443539), np.float64(5.906071420191504), np.float64(5.420102078026417))",0.030999238652491323,2.9295163091515814e-16,131632.14405401086,131655.69368136014
Normal,"(np.float64(11.57331188014349), np.float64(14.640928054329528))",0.21495715450601854,0.0,155547.81556391332,155563.51531547948
Weibull,"(np.float64(0.22907285953911397), np.float64(0.016666666666666663), np.float64(0.3391222428155466))",0.6617574849041308,0.0,181009.35903375113,181032.9086611004
Gamma,"(np.float64(0.0016127099570874461), np.float64(0.016666666666666663), np.float64(3.3601421059506063))",0.9919117300797865,0.0,446966.9273398112,446990.4769671605
