Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.9000437948358528), np.float64(10.809665663493533), np.float64(10.255782119348657))",0.016500061637576058,2.23821154151573e-07,198325.00394115853,198349.8674346506
Weibull,"(np.float64(1.053233518712255), np.float64(0.01581912891644549), np.float64(11.02284438160234))",0.0188541179345727,1.6811088508818749e-09,198374.87349333105,198399.73698682312
Exponential,"(0.016666666666666666, 10.792991863275796)",0.037565331501623445,1.8891117048527083e-36,198500.6844517041,198517.26011403213
Lognormal,"(np.float64(0.8475105791051395), -1.1577547041420313, np.float64(8.523510594238466))",0.029491561861871407,1.2540715270121664e-22,199525.91356872654,199550.7770622186
Generalized Extreme Value,"(np.float64(-0.3770457708114875), np.float64(5.447339070555881), np.float64(5.088651816299869))",0.03266020289510607,1.1771219523061687e-27,200721.13228573318,200745.99577922525
Normal,"(np.float64(10.809658529942464), np.float64(10.957178004517626))",0.1623081907732597,0.0,223998.57965536433,224015.15531769238
Gamma,"(np.float64(0.20756633438918623), np.float64(0.016666666666666663), np.float64(3.2076967806735706))",0.7607536805977383,0.0,384158.6566398773,384183.52013336937
