Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Lognormal,"(np.float64(0.8636240704492102), -1.4319176276874157, np.float64(12.51204070641744))",0.02300789471004272,7.334778449023092e-210,3460343.916760281,3460377.0037258524
Pearson Type III,"(np.float64(1.892602250194915), np.float64(16.639043879377027), np.float64(15.732057269521118))",0.03818350996105391,0.0,3467760.863668652,3467793.950634223
Weibull,"(np.float64(1.0292346472752323), np.float64(0.016289809403323884), np.float64(16.835449900166218))",0.0398531237938079,0.0,3470366.693697257,3470399.780662828
Exponential,"(0.016666666666666666, 16.622389806466913)",0.04259054546761526,0.0,3471033.778270522,3471055.8362475694
Generalized Extreme Value,"(np.float64(-0.4058775520680846), np.float64(8.147230220213192), np.float64(7.4244392116830396))",0.024219901719262027,1.6458047029393454e-232,3471819.63170504,3471852.7186706113
Normal,"(np.float64(16.63905647313358), np.float64(19.123941181005588))",0.19237087355737592,0.0,3980317.526328156,3980339.584305203
Gamma,"(np.float64(0.05927924171226723), np.float64(0.016666666666666663), np.float64(3.476896915779311))",0.9044387436768188,0.0,8918075.558788989,8918108.645754559
