Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(2.021982305884312), np.float64(11.735449488569053), np.float64(11.847585756193826))",0.02317916583356927,2.457728914716442e-05,72853.77180272462,72875.55119366669
Exponential,"(0.016666666666666666, 11.789632308619648)",0.02504259188182456,3.713079919565921e-06,72864.17216167139,72878.69175563277
Lognormal,"(np.float64(0.9391622922056125), -0.8469985907263423, np.float64(8.296346316551181))",0.029523586222308773,2.1690521078240018e-08,72966.329957587,72988.10934852908
Generalized Extreme Value,"(np.float64(-0.45944782688500097), np.float64(5.398965405435334), np.float64(5.263438177823369))",0.0360822084441641,2.5449063807538706e-12,73445.0382022931,73466.81759323517
Weibull,"(np.float64(0.41133572866768076), np.float64(0.016666666666666663), np.float64(2.015249625096084))",0.48531297443276644,0.0,85930.16857326585,85951.94796420792
Normal,"(np.float64(11.806298975286316), np.float64(16.045363110327294))",0.23124015367957684,0.0,88144.24822153055,88158.76781549193
Gamma,"(np.float64(0.01129359100352913), np.float64(0.016666666666666663), np.float64(3.328866949234677))",0.9602495383043306,0.0,207181.35018348513,207203.1295744272
