Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.888131403147169), np.float64(11.190248477333991), np.float64(10.550715550879247))",0.024290894318367173,3.233356977757978e-07,90267.46784101678,90289.9399280239
Exponential,"(0.016666666666666666, 11.1736048151506)",0.03780941986260167,7.080710276499353e-17,90367.60900470531,90382.5903960434
Lognormal,"(np.float64(0.8519017841514303), -1.099773805071679, np.float64(8.676474517651608))",0.031115147381255093,1.44313377967374e-11,90520.90967426164,90543.38176126876
Weibull,"(np.float64(0.8780847621971783), np.float64(0.016666666666666663), np.float64(10.942366980087204))",0.07619932638330718,2.7558881266796982e-67,90905.5930480651,90928.06513507222
Generalized Extreme Value,"(np.float64(-0.38449444029462254), np.float64(5.603620717226313), np.float64(5.175086636466333))",0.034008894490782926,9.79285154210888e-14,91008.59059652578,91031.0626835329
Normal,"(np.float64(11.190271481817268), np.float64(12.107326990984786))",0.17803498230737536,0.0,103582.30050172147,103597.28189305955
Gamma,"(np.float64(0.08744637143009795), np.float64(0.016666666666666663), np.float64(3.289325618860036))",0.8581301925675227,0.0,201347.88932869208,201370.3614156992
