Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.8729894896689592), np.float64(7.712993392299692), np.float64(7.211269364464362))",0.023048391661283807,8.198618468168382e-36,465543.3326630482,465571.07442124886
Exponential,"(0.016666666666666666, 7.69633815492572)",0.04483617649273064,2.2703829029238334e-134,466265.7033636895,466284.1978691566
Lognormal,"(np.float64(0.7793331748892777), -1.1374015517571117, np.float64(6.599426077346556))",0.03939557363026902,7.940431848619691e-104,468699.6348595184,468727.37661771907
Generalized Extreme Value,"(np.float64(-0.3000729791500476), np.float64(4.121363397058643), np.float64(3.781307902963268))",0.04184535494546293,4.322713206541462e-117,471820.8056817684,471848.5474399691
Normal,"(np.float64(7.713004821592387), np.float64(10.102834420217103))",0.2230897228871116,0.0,572223.7797009879,572242.274206455
Weibull,"(np.float64(0.27613734582245353), np.float64(0.016666666666666663), np.float64(0.32618267283906877))",0.6440045390071127,0.0,649791.1197710161,649818.8615292168
Gamma,"(np.float64(0.003581700876850556), np.float64(0.016666666666666663), np.float64(3.0730863450554926))",0.982615321896469,0.0,1474489.5316904215,1474517.273448622
