Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.8957920990312718), np.float64(8.09080388085351), np.float64(7.656802307581707))",0.02199827855425618,0.01405693808670511,31522.098972153217,31541.71407443316
Weibull,"(np.float64(1.0632920011532438), np.float64(0.015137769338235425), np.float64(8.272935141581794))",0.02104228452406287,0.02141501989062406,31523.85131932745,31543.46642160739
Exponential,"(0.016666666666666666, 8.074094380262384)",0.04253667735605121,1.8183457116837807e-08,31551.580510000626,31564.65724485392
Lognormal,"(np.float64(0.8268883267907866), -0.9715328167453083, np.float64(6.569834900765959))",0.0354384273275451,5.230041595881571e-06,31785.24319370717,31804.858295987113
Generalized Extreme Value,"(np.float64(-0.3528380762930319), np.float64(4.165754197853595), np.float64(3.8825379463416))",0.037818588658503294,8.788815635533871e-07,32002.72067191652,32022.33577419646
Normal,"(np.float64(8.090761046929051), np.float64(8.03838492670052))",0.15758271883376168,3.0945801058787033e-111,35785.34484184981,35798.421576703106
Gamma,"(np.float64(0.1610638617619467), np.float64(0.016666666666666663), np.float64(3.037033421753506))",0.7660534657422963,0.0,59801.33773692927,59820.95283920922
