Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.7212922248326525), np.float64(7.6010167006188585), np.float64(6.5555472280583))",0.03146463131218191,3.760858334488968e-171,1192843.2333103742,1192873.8286714589
Exponential,"(0.016666666666666666, 7.584291942510321)",0.07802338779176116,0.0,1201248.526866918,1201268.9237743078
Lognormal,"(np.float64(0.6515072529543184), -1.8124438989568485, np.float64(7.65970735801519))",0.03796395777552786,5.471803596925842e-249,1201395.9362857966,1201426.5316468813
Generalized Extreme Value,"(np.float64(-0.19658215776443877), np.float64(4.501771998759347), np.float64(3.861421285383128))",0.03778505669358756,1.1911148280276347e-246,1207366.1706617007,1207396.7660227853
Normal,"(np.float64(7.600958609176987), np.float64(7.921471871043419))",0.16917394876950642,0.0,1384819.0923746608,1384839.4892820506
Weibull,"(np.float64(0.242616751884419), np.float64(0.016666666666666663), np.float64(0.30327606384000727))",0.653118788906548,0.0,1719486.5116535993,1719517.107014684
Gamma,"(np.float64(0.0036149221270193477), np.float64(0.016666666666666663), np.float64(3.0468592423319762))",0.983115987685673,0.0,3832902.9600421037,3832933.5554031883
