Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.919553850206505), np.float64(11.885363802866976), np.float64(11.393118741502114))",0.02250079860191201,0.0005660718943051324,55925.47747370829,55946.45887362368
Weibull,"(np.float64(1.0413102601206545), np.float64(0.015949235660953652), np.float64(12.06802974124798))",0.024086098360034724,0.00017207209381074298,55935.544874051004,55956.52627396639
Exponential,"(0.016666666666666666, 11.86866178235854)",0.030102992377555038,8.966832545930783e-07,55954.65695961256,55968.64455955615
Lognormal,"(np.float64(0.8718819177410326), -1.1484210291878525, np.float64(9.124570844157343))",0.03248955024287281,8.065662860135831e-08,56261.167598641434,56282.14899855682
Generalized Extreme Value,"(np.float64(-0.4008492040189385), np.float64(5.862185757617361), np.float64(5.540612923992674))",0.03679921357781457,6.540619716378819e-10,56612.17348681114,56633.15488672652
Normal,"(np.float64(11.885328449025208), np.float64(12.01044923619081))",0.1615286618117157,4.811876881801846e-184,62893.34903122435,62907.33663116794
Gamma,"(np.float64(0.3033403561623085), np.float64(0.016666666666666663), np.float64(3.2938867922646136))",0.7154367206543328,0.0,102739.24083182344,102760.22223173882
