Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.9297067327809554), np.float64(11.16185059097867), np.float64(10.754663513743795))",0.02172089990648196,2.888324295972516e-14,230182.8067250874,230208.08737658782
Weibull,"(np.float64(1.0260730765011348), np.float64(0.016325745053837812), np.float64(11.268139651831511))",0.023309882405222027,2.3006163007998047e-16,230246.5944022389,230271.87505373932
Exponential,"(0.016666666666666666, 11.14520762356194)",0.0289840553359412,4.54820841516454e-25,230281.25782363192,230298.1115912989
Lognormal,"(np.float64(0.8825841123307113), -1.0111037300753665, np.float64(8.41754942096716))",0.029708886150201064,2.569503244636179e-26,231184.2798494795,231209.56050097992
Generalized Extreme Value,"(np.float64(-0.41081451374140243), np.float64(5.433334382536561), np.float64(5.140937925576697))",0.03437644216508595,4.3103042576162283e-35,232593.90066862231,232619.18132012273
Normal,"(np.float64(11.161874290228608), np.float64(12.027480071631004))",0.17705536886440637,0.0,263707.0098610822,263723.86362874915
Gamma,"(np.float64(0.11439826653202645), np.float64(0.016666666666666663), np.float64(3.243030600258617))",0.827172786045082,0.0,493934.685653765,493959.96630526544
