Distribution,Parameters,KS Statistic,P-value,AIC,BIC
Pearson Type III,"(np.float64(1.9345386169805616), np.float64(13.640968914343436), np.float64(13.179613198745042))",0.030023649872204183,7.513372409954731e-197,1811158.452989919,1811189.7503786806
Weibull,"(np.float64(1.0120758280622044), np.float64(0.016498803837646278), np.float64(13.697065284861196))",0.030924068763008128,8.225879318362811e-209,1811747.90654943,1811779.2039381915
Exponential,"(0.016666666666666666, 13.624309146655076)",0.03077093886444393,9.423959045862816e-207,1811804.6944771449,1811825.559402986
Lognormal,"(np.float64(0.889212242276499), -1.1468904484629279, np.float64(10.098087833769366))",0.02643198751012038,1.1657313352310442e-152,1812814.7882029698,1812846.0855917314
Generalized Extreme Value,"(np.float64(-0.4207998887081762), np.float64(6.551422040076608), np.float64(6.154942289912988))",0.028508665970115366,1.5917823869347805e-177,1821607.5767806438,1821638.8741694053
Normal,"(np.float64(13.640975813321743), np.float64(15.540125283812927))",0.190319885961243,0.0,2087953.973833206,2087974.8387590472
Gamma,"(np.float64(0.08560511471595053), np.float64(0.016666666666666663), np.float64(3.3845936073232767))",0.865067942554714,0.0,4220062.1788324425,4220093.476221204
