,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.24641109861753302,0.37213233038307103,0.619459499806591,0.3663639346087933
1,500,0.8169684144815882,0.3579126550873155,1.3222643574499567e-05,2.6445287148999133e-05
2,1000,0.8082521751872731,0.3714659352927406,7.469119382177637e-05,0.00014938238764355272
3,5000,0.6770765163762413,0.39454732046154894,3.5059437917766835e-53,7.011887583553366e-53
