airport,distribution,n_samples,log_likelihood,aic,ks_statistic,p_value,parameters,data_support,units
LDZA,normal,51110,-205085.7769848997,410175.5539697994,0.06955211224213631,1.979478571633381e-215,"(np.float64(2.9101402204395748), np.float64(13.379136400597437))",signed,minutes
LDZA,nct,51110,-199663.58002289792,399335.16004579584,0.002917631003359511,0.7758267004999144,"(np.float64(4.212625230931218), np.float64(0.690944172096654), np.float64(-4.908730188420719), np.float64(9.181265824447799))",signed,minutes
LDZA,lognorm,29373,-99759.95678436327,199525.91356872654,0.029491561861871407,1.2540715270121664e-22,"(np.float64(0.8475105791051395), -1.1577547041420313, np.float64(8.523510594238466))",positive,minutes
LDZA,gamma,29373,-192076.32831993865,384158.6566398773,0.7607536805977383,0.0,"(np.float64(0.20756633438918623), np.float64(0.016666666666666663), np.float64(3.2076967806735706))",positive,minutes
LDZA,burr12,29373,-99184.23836498044,198376.47672996088,0.018150722409404685,7.762045158007427e-09,"(np.float64(1.0552243935897279), np.float64(8766.889509417266), np.float64(0.015844465418005806), np.float64(60136.95074323537))",positive,minutes
LDZA,gengamma,29373,-99143.71243588724,198295.42487177448,0.019874114778472507,1.6493227412118617e-10,"(np.float64(1.308826891619769), np.float64(0.9040852698793751), np.float64(0.010797329383155658), np.float64(7.713871315542703))",positive,minutes
LDZA,lomax,29373,-99246.37338051162,198498.74676102324,0.03942253321155054,4.221156286388963e-40,"(np.float64(111.7804799388127), np.float64(0.0166666666643736), np.float64(1195.6189450174895))",positive,minutes
LDZA,invgauss,29373,-99735.3214683413,199476.6429366826,0.029510206053096344,1.1755493278272186e-22,"(np.float64(0.7800346815443725), np.float64(-1.830189348980369), np.float64(16.204213100810534))",positive,minutes
LDZA,expon,29373,-99248.34222585204,198500.6844517041,0.037565331501623445,1.8891117048527083e-36,"(0.016666666666666666, 10.792991863275796)",positive,minutes
