Unnamed: 0,distribution,aic,ks_statistic,p_value,parameters,airport,n_samples,log_likelihood
0.0,normal,828699.4551201424,0.0695521122421364,1.9794785716303232e-215,"(np.float64(174.6084132263745), np.float64(802.7481840358463))",,,
1.0,nct,817859.0708519989,0.0028759982155281,0.7905755004529076,"(np.float64(4.219750313613945), np.float64(0.6926172224680712), np.float64(-295.560718016378), np.float64(551.0333061902427))",,,
2.0,lognorm,1359519.860883793,0.8252011537925162,0.0,"(np.float64(8.816035679342193), np.float64(-16876.000000000004), np.float64(3.5522797736825744))",,,
3.0,gamma,inf,0.9977609466314804,0.0,"(np.float64(0.03277837710054665), np.float64(-2310.0000000000005), np.float64(5.982143314271113))",,,
,burr12,198376.47672996088,0.018150722409404685,7.762045158007427e-09,"(np.float64(1.0552243935897279), np.float64(8766.889509417266), np.float64(0.015844465418005806), np.float64(60136.95074323537))",LDZA,29373.0,-99184.23836498044
,gengamma,198295.42487177448,0.019874114778472507,1.6493227412118617e-10,"(np.float64(1.308826891619769), np.float64(0.9040852698793751), np.float64(0.010797329383155658), np.float64(7.713871315542703))",LDZA,29373.0,-99143.71243588724
,lomax,198498.74676102324,0.03942253321155054,4.221156286388963e-40,"(np.float64(111.7804799388127), np.float64(0.0166666666643736), np.float64(1195.6189450174895))",LDZA,29373.0,-99246.37338051162
,invgauss,199476.6429366826,0.029510206053096344,1.1755493278272186e-22,"(np.float64(0.7800346815443725), np.float64(-1.830189348980369), np.float64(16.204213100810534))",LDZA,29373.0,-99735.3214683413
,expon,198500.6844517041,0.037565331501623445,1.8891117048527083e-36,"(0.016666666666666666, 10.792991863275796)",LDZA,29373.0,-99248.34222585204
