,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.12112563929458527,0.03323188790140152,0.20821825578037673,0.2517804960307386
1,500,0.07764156803757358,0.008990360179143685,0.009450642211200046,0.010799974090810946
2,1000,0.07091816716503943,0.011062283273927416,0.0004890661267084958,0.0003981170763906352
3,5000,0.07787453203204664,0.006046741884944044,5.301053892301255e-23,9.311820215078886e-23
