,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.047418501555573256,0.007591559322155077,0.9512909120574035,0.045577660120522764
1,500,0.030053901546492606,0.0023868622587193303,0.7416214356857008,0.08314558325518119
2,1000,0.02586269128732887,0.012579485807089376,0.5986319717770991,0.43614097994785
3,5000,0.018815802751492326,0.009758198743766468,0.3222234245642575,0.35527657460736134
