source,target,best_lag,p_value
EDDF,LWSK,10,4.678274791886105e-35
EGKK,LBSF,10,8.198028811264932e-22
LDZA,EDDF,24,7.394859298342444e-20
EGLL,LBSF,20,3.646059035806186e-12
EHAM,LFPG,24,8.497838559910524e-12
EDDM,EHAM,3,2.3161475916716163e-11
EHAM,EGLL,24,3.55049531104603e-11
LDDU,EDDF,18,9.730654728360086e-09
LEMD,EDDF,3,6.15632526434488e-08
EHAM,LEBL,1,7.101734043149425e-08
EDDF,EHAM,24,8.106245058259393e-08
EGLL,EDDM,22,1.3508909635091882e-07
EDDM,EGLL,2,1.6314432028226284e-07
EDDM,LDDU,14,2.363882751441212e-07
EGLL,LEMD,1,2.854847096949277e-07
EDDM,LBSF,18,3.941808401486488e-07
LFPG,EHAM,6,4.033499751362392e-07
EGLL,EHAM,6,7.366427391408045e-07
LFPG,LQSA,12,9.299895888873398e-07
EDDM,LEBL,5,9.69369791699995e-07
