airport,distribution,n_samples,log_likelihood,aic,ks_statistic,p_value,parameters,data_support,units
LDSP,normal,29676,-123130.26523568301,246264.53047136602,0.09616567515363739,2.5589742602548017e-239,"(np.float64(4.798392078896527), np.float64(15.336176185100676))",signed,minutes
LDSP,nct,29676,-116180.23564763041,232368.47129526082,0.0029181559356948883,0.9615520812629825,"(np.float64(3.9943568528954874), np.float64(0.7547740669851074), np.float64(-3.8485966585639777), np.float64(9.082496978637838))",signed,minutes
LDSP,lognorm,18956,-65476.219124209434,130958.43824841887,0.026944551537613992,2.1763165168396667e-12,"(np.float64(0.8267566813681609), -1.302071805164271, np.float64(9.257389648304372))",positive,minutes
LDSP,gamma,18956,-223480.4636699056,446966.9273398112,0.9919117300797865,0.0,"(np.float64(0.0016127099570874461), np.float64(0.016666666666666663), np.float64(3.3601421059506063))",positive,minutes
LDSP,burr12,18956,-65073.22153576554,130154.44307153107,0.01754237280280424,1.6936264799514918e-05,"(np.float64(1.201239960995811), np.float64(5.905844803700262), np.float64(0.00960862618146019), np.float64(46.60432296680626))",positive,minutes
LDSP,gengamma,18956,-65203.80574453136,130415.61148906272,0.025179842082536097,7.131720538672954e-11,"(np.float64(1.6567594875461154), np.float64(0.8013215091006226), np.float64(-0.0024623121140646695), np.float64(5.6778263396526665))",positive,minutes
LDSP,lomax,18956,-65297.81897423375,130601.6379484675,0.050486815504392935,1.973403524492578e-42,"(np.float64(32.90753703092262), np.float64(0.01666666666666329), np.float64(367.97619858678337))",positive,minutes
LDSP,invgauss,18956,-65514.952205147274,131035.90441029455,0.028199560836899118,1.5758153602539935e-13,"(np.float64(0.7587819453780769), np.float64(-1.9666134121148438), np.float64(17.844271518060836))",positive,minutes
LDSP,expon,18956,-65346.27221186556,130696.54442373112,0.04326573507799736,2.850029718404627e-31,"(0.016666666666666666, 11.556645213476823)",positive,minutes
