,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.514968401630472,0.3866186554124775,0.3511715428041479,0.43023250779016187
1,500,0.4666354140720358,0.31824295352734117,0.01855455088241378,0.03710188665048548
2,1000,0.271915865058129,0.2734124365162749,0.007792423528585325,0.009663503592345852
3,5000,0.5129723086534735,0.35830330857357273,3.301437320282465e-24,6.468418503971177e-24
