Unnamed: 0,distribution,aic,ks_statistic,p_value,parameters,airport,n_samples,log_likelihood
0.0,normal,489272.0689283721,0.0961656751536375,2.5589742602515243e-239,"(np.float64(287.90352473379164), np.float64(920.1705711060407))",,,
1.0,nct,475376.0097572269,0.0029224676863617,0.9610552750361449,"(np.float64(3.9944337766730142), np.float64(0.7548083699902994), np.float64(-230.94126120297184), np.float64(544.948678569005))",,,
2.0,lognorm,inf,0.8143866527146586,0.0,"(np.float64(8.14387068430094), np.float64(-6549.000000000002), np.float64(2.8983731421593255))",,,
3.0,gamma,inf,0.9989138096579444,0.0,"(np.float64(3.543570061317426e-05), np.float64(-2368.0000000000005), np.float64(5.03973388834587))",,,
,burr12,130154.44307153107,0.01754237280280424,1.6936264799514918e-05,"(np.float64(1.201239960995811), np.float64(5.905844803700262), np.float64(0.00960862618146019), np.float64(46.60432296680626))",LDSP,18956.0,-65073.22153576554
,gengamma,130415.61148906272,0.025179842082536097,7.131720538672954e-11,"(np.float64(1.6567594875461154), np.float64(0.8013215091006226), np.float64(-0.0024623121140646695), np.float64(5.6778263396526665))",LDSP,18956.0,-65203.80574453136
,lomax,130601.6379484675,0.050486815504392935,1.973403524492578e-42,"(np.float64(32.90753703092262), np.float64(0.01666666666666329), np.float64(367.97619858678337))",LDSP,18956.0,-65297.81897423375
,invgauss,131035.90441029455,0.028199560836899118,1.5758153602539935e-13,"(np.float64(0.7587819453780769), np.float64(-1.9666134121148438), np.float64(17.844271518060836))",LDSP,18956.0,-65514.952205147274
,expon,130696.54442373112,0.04326573507799736,2.850029718404627e-31,"(0.016666666666666666, 11.556645213476823)",LDSP,18956.0,-65346.27221186556
