,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.08185489173151018,0.012764098974439189,0.5071739477309174,0.18189359525399357
1,500,0.32390986166535135,0.3654979551044481,0.0866253277474531,0.12268159920622826
2,1000,0.43754717583546443,0.4548821578426518,0.0034076641939001255,0.006683878932535422
3,5000,0.8098170119397132,0.3746669157027325,4.7828929012529385e-17,9.565785802505877e-17
