,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.12441764286777679,0.03569039665058914,0.18286261486435954,0.1540004942201391
1,500,0.08649500576327278,0.009002100322913863,0.002099914485510173,0.0017016452949153494
2,1000,0.07570791995946122,0.011267709490641613,0.0007487792873835707,0.0014659328342806089
3,5000,0.09267341175837891,0.036995878641192775,4.093226581499675e-20,8.186414529529709e-20
