,sample_size,mean_ks_statistic,std_ks_statistic,mean_p_value,std_p_value
0,100,0.06358916214687986,0.006664977085383523,0.7844283304043949,0.10683010333015885
1,500,0.02589739879531483,0.006433406003774921,0.8304283908785438,0.1802987759409949
2,1000,0.02204930485042646,0.007508733786021596,0.7114333387532186,0.29576392429948467
3,5000,0.010139590981382562,0.0006128004906154587,0.6777853517369533,0.07095485585976158
