source,target,best_lag,p_value
LFPG,EDDF,9,9.18419137977897e-12
EDDM,LEBL,20,2.2734691947049832e-11
EIDW,LEBL,16,5.607258763884637e-09
EDDM,LWSK,15,1.3173294033091573e-08
EDDM,LBSF,21,1.43828029885149e-08
EDDF,LBBG,1,9.025295666321164e-08
LDSP,LDZA,2,9.20101479725105e-08
EHAM,EGKK,3,2.5504110424924397e-07
EDDM,EIDW,7,2.8163969420613847e-07
EGKK,LEBL,8,5.838888508607946e-07
LFPG,EHAM,20,6.142557825872367e-07
LEBL,LBSF,18,6.172060742650865e-07
LDZA,LATI,1,1.1140785540680718e-06
EIDW,LDSP,11,1.476110854356539e-06
EDDF,EGKK,15,3.160550831701635e-06
EIDW,LEMD,13,3.9053904285343214e-06
LEMD,BKPR,4,5.227687728239277e-06
LEMD,LDZA,2,1.0811712709445428e-05
LIRF,EDDM,4,1.1530814434508581e-05
LDZA,LDSP,1,1.3855483817931499e-05
