source,target,best_lag,p_value
EDDF,LDZA,11,3.6032102084536894e-28
LEBL,EDDF,22,2.9546141917226665e-15
LATI,EDDM,17,2.0719977900816805e-09
EDDF,LEMD,5,4.332435687354736e-08
LIRF,EGKK,2,6.897709195587517e-08
LFPG,EGKK,4,1.0362172494585676e-07
EDDM,EGKK,22,1.7531307105643709e-07
EHAM,LFPG,3,1.9840915750784784e-07
EDDM,LWSK,20,2.053302067786705e-07
LDZA,LWSK,1,2.769477264236571e-07
LDDU,EDDF,7,4.173164884411682e-07
EDDF,EGKK,1,9.647393818428792e-07
EHAM,EGKK,14,1.2801766578178831e-06
EDDM,LFPG,1,1.3219937183385365e-06
EDDM,EIDW,1,1.4698885491446298e-06
EDDM,LIRF,11,1.778144564711817e-06
EDDM,LATI,11,1.8314595169068998e-06
LFPG,LEBL,7,2.8799919992969133e-06
EGLL,EGKK,1,5.664252324645692e-06
LEBL,EDDM,22,6.677895649905893e-06
