source,target,best_lag,p_value
EGLL,LFPG,1,0.010125287802999731
EGLL,EHAM,1,0.13857725520610417
EGLL,EDDF,3,2.1824299117307505e-05
EGLL,LEMD,4,0.0025521735826234543
EGLL,LEBL,4,0.025981644458755435
EGLL,EDDM,3,0.29096802143997313
EGLL,EGKK,8,7.90315190408224e-12
EGLL,LIRF,2,0.8879863525453917
EGLL,EIDW,1,0.10206165245862195
EGLL,LATI,1,0.1470407738009124
EGLL,LQSA,2,0.03871607310542898
EGLL,LBSF,1,0.6933465151587257
EGLL,LBBG,1,0.8778640636382691
EGLL,LDZA,7,0.5192222144253904
EGLL,LDSP,1,0.710970371416044
EGLL,LDDU,1,0.6140949361216299
EGLL,BKPR,6,0.48525646082966656
EGLL,LYTV,1,0.7938339586995815
EGLL,LWSK,1,0.678656581798909
LFPG,EGLL,1,0.0011405401299061384
LFPG,EHAM,1,0.09939189325168626
LFPG,EDDF,4,0.04522309353906174
LFPG,LEMD,1,0.07632041652362288
LFPG,LEBL,4,0.0031508009641735284
LFPG,EDDM,1,0.4425853581639042
LFPG,EGKK,4,8.5274288547971e-05
LFPG,LIRF,6,0.07679903373084733
LFPG,EIDW,4,0.273722879212165
LFPG,LATI,1,0.35207786685139775
LFPG,LQSA,2,0.4600088218854429
LFPG,LBSF,1,0.22494479942439444
LFPG,LBBG,2,0.22495920884306114
LFPG,LDZA,6,0.041865131909010846
LFPG,LDSP,7,0.8878802510925605
LFPG,LDDU,2,0.9709233267028213
LFPG,BKPR,1,0.7189951944461368
LFPG,LYTV,7,0.6476098205754679
LFPG,LWSK,1,0.7796482846106266
EHAM,EGLL,1,0.0004320466657987341
EHAM,LFPG,1,0.008019180616803586
EHAM,EDDF,1,0.23310935886793185
EHAM,LEMD,8,0.13906182129136732
EHAM,LEBL,6,0.011387011120057881
EHAM,EDDM,2,0.0014775039888350972
EHAM,EGKK,7,1.1488513736763312e-05
EHAM,LIRF,6,0.04155365995777763
EHAM,EIDW,1,0.023066914514081046
EHAM,LATI,7,0.005968144476146972
EHAM,LQSA,4,0.3899554855935523
EHAM,LBSF,8,0.12359104568170552
EHAM,LBBG,3,0.12132255482616534
EHAM,LDZA,5,0.13055916282852062
EHAM,LDSP,6,0.3068185802272747
EHAM,LDDU,5,0.4610436848702658
EHAM,BKPR,6,0.002520924549665389
EHAM,LYTV,3,0.5297394025606117
EHAM,LWSK,2,0.23969868660201213
EDDF,EGLL,4,3.5562038881462674e-06
EDDF,LFPG,4,5.147665454622684e-05
EDDF,EHAM,5,4.899894617196598e-06
EDDF,LEMD,8,0.011273919729066788
EDDF,LEBL,7,1.0148683910925667e-08
EDDF,EDDM,1,0.0001150958486134401
EDDF,EGKK,7,4.591918053502809e-13
EDDF,LIRF,2,0.0009978871389984348
EDDF,EIDW,1,0.029353376737026437
EDDF,LATI,1,0.4788190033450922
EDDF,LQSA,8,4.3245221487760976e-05
EDDF,LBSF,6,0.015370087148750582
EDDF,LBBG,8,0.30973498200680993
EDDF,LDZA,8,0.0004138015349540655
EDDF,LDSP,8,0.038256812713786
EDDF,LDDU,1,0.5600390435637062
EDDF,BKPR,1,0.15745738703377307
EDDF,LYTV,7,0.020351756827531434
EDDF,LWSK,8,0.09580181256119054
LEMD,EGLL,1,0.00445375853871524
LEMD,LFPG,1,0.11558656440982697
LEMD,EHAM,1,0.03986877367622374
LEMD,EDDF,4,5.2510983546369854e-05
LEMD,LEBL,7,0.0033133932522516874
LEMD,EDDM,3,0.1541839583576466
LEMD,EGKK,8,0.0003919845231063089
LEMD,LIRF,1,0.6820847333223853
LEMD,EIDW,4,0.5106257960583558
LEMD,LATI,8,0.0023054969477763095
LEMD,LQSA,2,0.002807266861281678
LEMD,LBSF,2,0.005666015900363526
LEMD,LBBG,6,0.3077129285755319
LEMD,LDZA,4,0.03734716955631935
LEMD,LDSP,8,0.1585574652143415
LEMD,LDDU,4,0.4133788012448212
LEMD,BKPR,2,0.21018315349795277
LEMD,LYTV,1,0.10452596793588727
LEMD,LWSK,8,0.002378965875522639
LEBL,EGLL,2,0.055403271970991035
LEBL,LFPG,3,0.013917973921632952
LEBL,EHAM,5,0.032009503422238406
LEBL,EDDF,6,0.005336675167325478
LEBL,LEMD,1,7.436869723202695e-06
LEBL,EDDM,6,0.5084902632414963
LEBL,EGKK,6,0.10059785284728258
LEBL,LIRF,5,0.3256217217856683
LEBL,EIDW,2,0.3462289615349397
LEBL,LATI,6,0.007913185706311046
LEBL,LQSA,7,0.15096231211368585
LEBL,LBSF,1,0.46773704807278693
LEBL,LBBG,1,0.5465522834271118
LEBL,LDZA,1,0.03153424798128524
LEBL,LDSP,5,0.1072827762058743
LEBL,LDDU,1,0.7727077486388005
LEBL,BKPR,3,0.06865920475835988
LEBL,LYTV,1,0.5575844238534536
LEBL,LWSK,8,0.0008241668838533236
EDDM,EGLL,2,0.02954257991955859
EDDM,LFPG,2,0.013331546890952735
EDDM,EHAM,4,0.33940976586628196
EDDM,EDDF,4,9.356124846760652e-09
EDDM,LEMD,8,0.02496215809514091
EDDM,LEBL,6,5.071020833697439e-06
EDDM,EGKK,4,1.0125352987999668e-07
EDDM,LIRF,3,3.597650790987129e-05
EDDM,EIDW,1,0.23310705347104285
EDDM,LATI,3,0.96435133540366
EDDM,LQSA,8,0.17836332815010544
EDDM,LBSF,1,0.39032424421350953
EDDM,LBBG,1,0.9347040399012736
EDDM,LDZA,8,0.3551506445137297
EDDM,LDSP,8,0.7420418656444324
EDDM,LDDU,1,0.7611486818900526
EDDM,BKPR,8,0.8567276466045706
EDDM,LYTV,1,0.7948469648350177
EDDM,LWSK,8,0.6198152399991648
EGKK,EGLL,1,1.799151145872161e-05
EGKK,LFPG,1,0.03228817266175341
EGKK,EHAM,7,0.7608833732655127
EGKK,EDDF,3,0.0014679800474288762
EGKK,LEMD,4,0.0002308938497305862
EGKK,LEBL,4,1.8045115344057347e-06
