source,target,best_lag,p_value
EGLL,LDDU,15,6.994480204672754e-15
LFPG,EHAM,24,9.733127973264097e-13
LDSP,EGLL,17,8.523106545580821e-10
LFPG,EDDM,6,1.020984919074318e-09
LIRF,EIDW,1,2.0898450071709787e-09
LIRF,EDDM,24,2.6875046247755726e-09
LQSA,EDDM,20,7.550846246428496e-09
LFPG,LIRF,1,1.8932086144549516e-08
LDDU,LDSP,3,4.518036703794151e-08
EHAM,EDDM,7,5.919427139728526e-08
LFPG,EIDW,3,3.423938766626626e-07
LDSP,EDDM,22,7.754297169511558e-07
LFPG,LYTV,14,1.0342242366521978e-06
EIDW,EDDM,1,1.4743641873717175e-06
LDZA,EIDW,22,1.754422383337229e-06
EGLL,LDSP,10,5.683425261000468e-06
LIRF,LEMD,3,8.472082347068881e-06
LFPG,EGKK,6,9.017651230605946e-06
EHAM,LDZA,12,9.926224416908179e-06
LIRF,LWSK,17,1.1034690570694864e-05
