source,target,best_lag,p_value
LEMD,EIDW,5,1.3761968003728276e-16
LQSA,LEMD,21,9.687605475058499e-14
EGLL,EIDW,6,5.709623697654397e-13
LEBL,LEMD,23,1.1794924639208922e-12
LEMD,EGLL,24,1.804169390744973e-11
EDDM,EGLL,6,3.591754887458134e-10
EGLL,LEMD,23,6.04996005407769e-10
LDZA,EGLL,22,7.19777432221965e-10
EHAM,EGLL,5,1.0163078936581676e-08
LEMD,LYTV,4,2.591082352534376e-08
LEBL,LIRF,1,2.985784344609774e-08
EIDW,LQSA,7,6.868722265021103e-08
EGLL,LEBL,24,8.988590240144551e-08
EDDF,LATI,4,2.5829952451407965e-07
EGLL,LFPG,22,2.636081554562782e-07
EGLL,LDZA,20,3.7269708973949563e-07
EIDW,LDZA,7,5.102080121469755e-07
EGLL,LWSK,20,7.353814236420951e-07
LFPG,EGLL,4,9.003250414681337e-07
LEBL,LWSK,6,1.3626035081726294e-06
