source,target,best_lag,p_value
EGLL,LFPG,22,2.636081554562782e-07
EGLL,EHAM,23,0.0010364486914006762
EGLL,EDDF,22,0.0028826966144897474
EGLL,LEMD,23,6.04996005407769e-10
EGLL,LEBL,24,8.988590240144551e-08
EGLL,EDDM,7,5.934091462757821e-05
EGLL,EGKK,12,0.07696879770956679
EGLL,LIRF,23,0.000680929225911697
EGLL,EIDW,6,5.709623697654397e-13
EGLL,LATI,12,0.002061956984371324
EGLL,LQSA,6,0.0002063926871987875
EGLL,LBSF,17,1.8532154499954224e-05
EGLL,LBBG,4,0.0007836942225509284
EGLL,LDZA,20,3.7269708973949563e-07
EGLL,LDSP,11,1.6844276241259758e-06
EGLL,LDDU,11,0.0003461120708968663
EGLL,BKPR,15,0.043233952463410566
EGLL,LYTV,1,0.004018442476241221
EGLL,LWSK,20,7.353814236420951e-07
LFPG,EGLL,4,9.003250414681337e-07
LFPG,EHAM,1,0.5673294191744436
LFPG,EDDF,2,0.44189177460432816
LFPG,LEMD,23,0.7499156453322587
LFPG,LEBL,1,0.0648058453750029
LFPG,EDDM,4,0.012147073176990882
LFPG,EGKK,4,0.29412623424910656
LFPG,LIRF,4,0.2596783205350608
LFPG,EIDW,2,0.010822876089926744
LFPG,LATI,8,0.2678404321800179
LFPG,LQSA,11,0.22236202596608734
LFPG,LBSF,1,0.04053902126323793
LFPG,LBBG,17,0.00024112950618551205
LFPG,LDZA,14,0.24761722971522646
LFPG,LDSP,13,3.878316012205234e-06
LFPG,LDDU,17,0.0062995182385901785
LFPG,BKPR,21,0.05861746543606707
LFPG,LYTV,13,0.6312235763822351
LFPG,LWSK,8,0.004361907509734083
EHAM,EGLL,5,1.0163078936581676e-08
EHAM,LFPG,1,0.2879669925803239
EHAM,EDDF,17,0.07402683458874196
EHAM,LEMD,24,0.03906986407124881
EHAM,LEBL,2,0.0014712820824941846
EHAM,EDDM,9,0.026066071062539588
EHAM,EGKK,3,0.0001829841508188442
EHAM,LIRF,2,0.008162354355710846
EHAM,EIDW,1,0.0026637108024326296
EHAM,LATI,1,0.03445410299085918
EHAM,LQSA,12,0.06011106732671287
EHAM,LBSF,7,0.07786587320668847
EHAM,LBBG,4,0.3749552807468582
EHAM,LDZA,7,4.419314256460995e-05
EHAM,LDSP,4,0.000757514583839494
EHAM,LDDU,6,0.00034546119459416183
EHAM,BKPR,9,0.04255154923516567
EHAM,LYTV,6,4.905446419693704e-06
EHAM,LWSK,4,0.006980699176743648
EDDF,EGLL,21,3.5171292933026264e-05
EDDF,LFPG,2,0.14656490251116785
EDDF,EHAM,1,0.0630734701289807
EDDF,LEMD,23,0.014453300407186313
EDDF,LEBL,3,7.161956933736831e-05
EDDF,EDDM,15,0.003001373278602854
EDDF,EGKK,4,0.04577696488575328
EDDF,LIRF,4,0.03901335805430442
EDDF,EIDW,3,0.027520166374531044
EDDF,LATI,4,2.5829952451407965e-07
EDDF,LQSA,2,0.013491508776036833
EDDF,LBSF,7,0.00032724667982322864
EDDF,LBBG,19,0.016637061091647705
EDDF,LDZA,20,0.1475938122703568
EDDF,LDSP,1,0.13229240640955892
EDDF,LDDU,3,0.0011216357771743533
EDDF,BKPR,1,0.17048107971814458
EDDF,LYTV,10,0.19754305004417935
EDDF,LWSK,12,0.0810615639199831
LEMD,EGLL,24,1.804169390744973e-11
LEMD,LFPG,1,0.7556645436345856
LEMD,EHAM,1,0.14289183403226602
LEMD,EDDF,8,0.018042603827030934
LEMD,LEBL,4,0.00596955461046077
LEMD,EDDM,24,0.014641879691975524
LEMD,EGKK,6,4.353033603266905e-05
LEMD,LIRF,1,0.24843740845479864
LEMD,EIDW,5,1.3761968003728276e-16
LEMD,LATI,16,0.036666283869516245
LEMD,LQSA,14,0.0006241224965453599
LEMD,LBSF,7,0.5039757210051536
LEMD,LBBG,20,0.14831054808578828
LEMD,LDZA,24,1.5150804983192314e-06
LEMD,LDSP,5,0.355639198948744
LEMD,LDDU,24,0.12596580506142538
LEMD,BKPR,23,0.14559954011141882
LEMD,LYTV,4,2.591082352534376e-08
LEMD,LWSK,2,0.1022453437793755
LEBL,EGLL,22,1.9011777475579388e-05
LEBL,LFPG,23,0.07592120968397933
LEBL,EHAM,23,0.008321414500745935
LEBL,EDDF,4,0.0007223310461255067
LEBL,LEMD,23,1.1794924639208922e-12
LEBL,EDDM,1,0.00043139803233142605
LEBL,EGKK,1,0.006094936501596533
LEBL,LIRF,1,2.985784344609774e-08
LEBL,EIDW,23,4.589926533469344e-05
LEBL,LATI,1,1.5716062850052107e-06
LEBL,LQSA,18,0.002252157569763142
LEBL,LBSF,4,2.423793275206005e-05
LEBL,LBBG,23,0.12504619590705546
LEBL,LDZA,20,0.0024890429438886768
