Airport,Avg Origin Delay,Avg Destination Delay
FJDG,13.266666666666667,0.0
FKKD,13.926743737957612,0.0
FKYS,21.934035361414455,0.0
FLKK,-6.372222222222222,0.0
FLSK,9.983333333333333,0.0
FMCZ,13.345656565656565,0.0
FMEE,17.19567945932899,0.0
FMMI,11.542311052861512,0.0
FMNN,-0.3414351851851852,0.0
FNLU,-3.1990081028220176,0.0
FOOL,7.078574371652246,0.0
FPST,-16.283333333333335,0.0
FQBR,24.366666666666667,0.0
FQMA,-1.5416666666666667,0.0
FSIA,5.597427766032417,0.0
FTTJ,6.809068627450981,0.0
FVRG,33.03333333333333,0.0
FYWH,-1.0755921730175078,0.0
FZAA,14.788735177865613,0.0
FZNA,11.166666666666666,0.0
FZQA,-5.75,0.0
GABS,16.219545779685266,0.0
GBYD,5.0250980392156865,0.0
GCFV,2.426271103737679,0.0
GCGM,-0.31666666666666665,0.0
GCLA,2.4128609541745134,0.0
GCLP,5.256024023782741,0.0
GCRR,3.8096539766858495,0.0
GCTS,1.9196309508642289,0.0
GCXO,5.319341207180606,0.0
GEML,3.125758735016577,0.0
GFLL,9.553333333333335,0.0
GGOV,-38.333333333333336,0.0
GLRB,1.6706284153005464,0.0
GMAD,-0.29864001460387,0.0
GMFB,-19.283333333333335,0.0
GMFF,2.003856577027309,0.0
GMFK,-9.941463414634146,0.0
GMFO,-0.44028475711892795,0.0
GMME,-0.5256923421908286,0.0
GMMH,-1.9277777777777778,0.0
GMMI,-2.698888888888889,0.0
GMML,-2.75,0.0
GMMN,6.885826716812927,0.0
GMMW,5.177768874643875,0.0
GMMX,4.632393351268255,0.0
GMMZ,4.000649350649351,0.0
GMTA,9.899019607843139,0.0
GMTN,6.722510822510823,0.0
GMTT,8.365650522317189,0.0
GOBD,9.752601112614645,0.0
GOOY,12.965242881072026,0.0
GOSS,25.5,0.0
GQNN,-6.605087719298245,0.0
GQNO,4.773846153846153,0.0
GQPA,8.675252525252525,0.0
GQPP,2.068888888888889,0.0
GUCY,12.254401408450706,0.0
GVAC,2.936153705732019,0.0
GVBA,10.669767441860465,0.0
GVNP,10.282183908045976,0.0
GVSV,-4.8875,0.0
HAAB,21.670493289807762,0.0
HADR,-3.6166666666666667,0.0
HDAM,17.835441767068275,0.0
HEAL,20.433333333333334,0.0
HEAT,-22.35,0.0
HEBA,-1.4813432835820894,0.0
HEBL,3.6666666666666665,0.0
HECA,10.043365320287673,0.0
HEGN,0.9045165286929098,0.0
HELX,12.555493482309124,0.0
HEMA,3.0186930091185413,0.0
HEMM,-7.767261904761905,0.0
HESG,35.13333333333333,0.0
HESH,-5.866576367389061,0.0
HESN,3.2346153846153842,0.0
HESX,4.368333333333334,0.0
HETB,-22.766666666666666,0.0
HHAS,29.875,0.0
HKJK,18.21210663459611,0.0
HKMO,-0.3012037037037037,0.0
HLLB,21.186666666666667,0.0
HLLM,12.934848484848485,0.0
HLLT,53.46666666666667,0.0
HLMS,15.376190476190477,0.0
HRYR,20.81218905472637,0.0
HSSJ,134.88333333333333,0.0
HSSK,6.444444444444445,0.0
HSSS,-12.229999999999999,0.0
HTDA,8.499499284692417,0.0
HTKJ,-37.24090909090909,0.0
HTMW,-3.658333333333333,0.0
HTZA,3.63912213740458,0.0
HUEN,8.50655147588193,0.0
KADS,100.68333333333334,0.0
KADW,28.905555555555555,0.0
KAEX,35.8,0.0
KAFW,24.52698412698413,0.0
KAGC,97.125,0.0
KAPA,17.766666666666666,0.0
KAPF,75.2,0.0
KATL,21.82500714408184,0.0
KAUS,30.716331096196868,0.0
KBAF,-5.466666666666667,0.0
KBCT,5.541666666666667,0.0
KBDL,8.802039800995026,0.0
KBED,14.644444444444444,0.0
KBFI,22.449479166666666,0.0
KBFM,29.766666666666666,0.0
KBGR,22.854166666666668,0.0
KBHM,-5.55,0.0
KBJC,-16.116666666666667,0.0
KBNA,32.42144373673036,0.0
KBOS,9.308695748843828,0.0
KBQK,-26.683333333333334,0.0
KBTV,68.98333333333333,0.0
KBUF,-22.766666666666666,0.0
KBWI,15.1045203969129,0.0
KBZN,24.7,0.0
KCEF,35.81666666666667,0.0
KCHS,41.03225806451613,0.0
KCLE,17.062698412698413,0.0
KCLT,21.175959267062506,0.0
KCPR,-20.2,0.0
KCVG,13.59807116104869,0.0
KDAL,-3.529166666666667,0.0
KDCA,31.833333333333332,0.0
KDEC,-15.566666666666666,0.0
KDEN,28.332043042165743,0.0
KDFW,21.712976718594174,0.0
KDHN,5.638888888888888,0.0
KDOV,73.34583333333333,0.0
KDPA,13.046666666666665,0.0
KDTW,8.129773983337458,0.0
KEFD,62.233333333333334,0.0
KELM,-12.933333333333334,0.0
KELP,4.2,0.0
KEWR,21.2098982704239,0.0
KFAR,22.633333333333333,0.0
KFAY,-1.2,0.0
KFLL,28.856635802469135,0.0
KFOK,12.679166666666667,0.0
KFRG,-7.7,0.0
KFWA,1.4666666666666666,0.0
KFXE,26.655555555555555,0.0
KGSB,11.65,0.0
KGSP,10.76470588235294,0.0
KGTB,32.2,0.0
KGTF,-38.28333333333333,0.0
KGYR,-47.38333333333333,0.0
KHOU,7.695238095238095,0.0
KHPN,23.61574074074074,0.0
KHSV,12.635714285714284,0.0
KHYA,12.13888888888889,0.0
KIAD,15.420435142118864,0.0
KIAH,24.651041784196472,0.0
KIND,37.281932153392326,0.0
KINL,-14.891666666666667,0.0
KISP,27.366666666666667,0.0
KIWA,-18.383333333333333,0.0
KJAX,9.975,0.0
KJFK,7.629000254388197,0.0
KLAS,28.273147790233217,0.0
KLAX,23.99484131455399,0.0
KLCK,3.4306666666666668,0.0
KLEB,3.5166666666666666,0.0
KLEX,3.35,0.0
KLGA,3.658333333333333,0.0
KLGB,-35.35,0.0
KLIT,-1.225,0.0
KLNK,113.33333333333333,0.0
KLSV,30.616666666666667,0.0
KLUK,-4.6875,0.0
KMCI,18.166666666666668,0.0
KMCO,25.628208057269056,0.0
KMDT,56.59444444444444,0.0
KMDW,-0.030952380952380953,0.0
KMEM,42.521824133050245,0.0
KMHT,-13.2,0.0
KMIA,20.705635276532135,0.0
KMKE,19.091666666666665,0.0
KMLB,13.676315789473684,0.0
KMLI,0.8,0.0
KMMU,-1.6033333333333333,0.0
KMQY,9.216666666666667,0.0
KMRY,-16.166666666666668,0.0
KMSN,10.45,0.0
KMSP,17.166970583821104,0.0
KMSY,27.008684210526315,0.0
KMZJ,50.666666666666664,0.0
KNBG,29.516666666666666,0.0
KNGU,16.783333333333335,0.0
KNTD,29.933333333333334,0.0
KNUQ,15.0,0.0
KOAK,26.293910256410257,0.0
KOPF,16.045454545454547,0.0
KOQU,24.533333333333335,0.0
KORD,9.899093717816685,0.0
KORF,20.433333333333334,0.0
KORL,10.208333333333334,0.0
KOSC,5.2,0.0
KPAE,22.05909090909091,0.0
KPBI,25.024074074074072,0.0
KPDK,7.072222222222222,0.0
KPDX,21.13919781221513,0.0
KPHL,9.951272048281151,0.0
KPHX,27.239569351230426,0.0
KPIE,7.154166666666667,0.0
KPIT,24.77777777777778,0.0
KPSM,19.07,0.0
KPTK,-22.55,0.0
KPVD,3.0988023952095807,0.0
KPWK,-6.945833333333334,0.0
KRDU,17.339813289401427,0.0
KRFD,24.595771144278608,0.0
KRIC,0.36666666666666664,0.0
KRIV,56.15833333333333,0.0
KRNO,21.766666666666666,0.0
KROC,10.866666666666667,0.0
KRST,5.338888888888889,0.0
KRSW,19.301937984496124,0.0
KSAN,25.052436374922408,0.0
KSAT,6.583333333333333,0.0
KSAV,50.55,0.0
KSBA,-5.175,0.0
KSBN,-2.283333333333333,0.0
KSDF,7.353472222222222,0.0
KSDL,-15.283333333333333,0.0
KSEA,21.306184373069797,0.0
KSFB,11.911517615176153,0.0
KSFO,27.108903150525087,0.0
KSHV,22.233333333333334,0.0
KSJC,18.235577841451764,0.0
KSLC,21.571696547144754,0.0
KSMF,7.5,0.0
KSNA,45.208333333333336,0.0
KSRQ,42.2,0.0
KSTL,13.76268656716418,0.0
KSUU,-3.85,0.0
KSWF,6.455276134122288,0.0
KSYR,50.016666666666666,0.0
KTCM,61.233333333333334,0.0
KTEB,20.976007326007327,0.0
KTPA,18.192165242165242,0.0
KTTN,8.925,0.0
KTYS,-11.916666666666666,0.0
KUGN,-4.3,0.0
KVAD,24.604166666666668,0.0
KVBG,261.7,0.0
KVNY,8.041666666666666,0.0
KWRI,41.4,0.0
KYIP,7.3,0.0
LAKU,-33.63,0.0
LATI,-0.39754114468189633,4.250166331247301
LBBG,3.9937886720609233,0.1626187016570531
LBGO,-0.17450980392156862,0.0
LBIA,103.53333333333333,0.0
LBPD,1.9851681957186544,0.0
LBSF,5.240532286212915,0.6161795309754493
LBWB,-34.30833333333333,0.0
LBWN,-3.2346760495025477,0.0
LCLK,6.130145884587164,0.0
LCPH,7.850563703481992,0.0
LCRA,8.033333333333333,0.0
LDDU,2.783750839811882,3.3635573023063032
LDLO,-4.184285714285714,0.0
LDOS,-5.711330487371042,0.0
LDPL,5.867400734067401,0.0
LDRI,-3.336432999523128,0.0
LDSB,-3.650277777777778,0.0
LDSP,3.952072010869565,4.798392078896527
LDSR,-1.2166666666666666,0.0
LDST,-22.7,0.0
LDZA,4.1920550513968164,2.9101402204395748
LDZD,-2.3549174378515696,0.0
LEAB,2.8118279569892475,0.0
LEAL,5.296665294987275,0.0
LEAM,2.724488986515346,0.0
LEAS,2.847740474970101,0.0
LEBA,0.9666666666666667,0.0
LEBB,4.982036287850926,0.0
LEBG,-1.1923255813953488,0.0
LEBL,6.149721580104081,6.526223984686953
LEBZ,1.099458275703089,0.0
LECH,-2.7435643564356433,0.0
LECO,6.697636078751958,0.0
LECT,-11.216666666666667,0.0
LECU,-4.027678571428571,0.0
LEDA,6.311111111111112,0.0
LEDC,-7.36875,0.0
LEGC,-17.3,0.0
LEGE,4.676405716060888,0.0
LEGR,6.021757532281205,0.0
LEGT,16.922222222222224,0.0
LEHC,-8.407142857142857,0.0
LEIB,3.3722470504111546,0.0
LEIZ,-1.4279166666666667,0.0
LEJR,1.687479815455594,0.0
LELC,7.685854640151516,0.0
LELL,-3.271333333333333,0.0
LELN,-0.9163833075734157,0.0
LEMD,5.450190062602222,6.6283939820989675
LEMG,5.7861750891044235,0.0
LEMH,3.657858309990663,0.0
LEMI,3.271265085310029,0.0
LEMO,-7.316666666666666,0.0
LEMU,-9.783333333333333,0.0
LENE,5.733333333333333,0.0
LEPA,3.4574437525944375,0.0
LEPP,5.064276960784314,0.0
LERJ,0.29070992789794786,0.0
LERL,-15.407894736842106,0.0
LERS,2.977822257806245,0.0
LERT,10.415,0.0
LESA,4.203990610328638,0.0
LESO,2.996447873933711,0.0
LEST,3.0115304277341313,0.0
LESU,-2.413815789473684,0.0
LETL,1.7,0.0
LETO,2.3016129032258066,0.0
LEVC,3.909448362252946,0.0
LEVD,6.799168615224733,0.0
LEVT,1.0549382716049382,0.0
LEVX,6.906646780729401,0.0
LEXJ,3.640034932892076,0.0
LEZG,2.714228855721393,0.0
LEZL,6.9451595398306925,0.0
LFAC,9.175,0.0
LFAQ,-0.35,0.0
LFAT,-3.6046296296296294,0.0
LFAV,-1.6444444444444446,0.0
LFAY,3.45,0.0
LFBA,10.864285714285716,0.0
LFBD,5.323458019772761,0.0
LFBE,4.974871794871794,0.0
LFBF,7.35,0.0
LFBG,-24.333333333333332,0.0
LFBH,9.550543024227235,0.0
LFBI,0.9041025641025641,0.0
LFBL,7.061527777777778,0.0
LFBN,7.816666666666666,0.0
LFBO,3.362626174730247,0.0
LFBP,3.526711336472293,0.0
LFBT,1.7172916666666667,0.0
LFBU,8.681944444444444,0.0
LFBX,-5.058333333333334,0.0
LFBZ,6.5682696589188705,0.0
LFCK,6.677272727272727,0.0
LFCR,3.1724537037037037,0.0
LFDJ,-13.95,0.0
LFEV,8.483333333333333,0.0
LFEY,10.5,0.0
LFGA,3.45625,0.0
LFGJ,-10.630701754385965,0.0
LFJL,-1.5554421768707483,0.0
LFJR,10.48529411764706,0.0
LFKB,7.990073529411764,0.0
LFKC,12.893079096045199,0.0
LFKF,13.59793165467626,0.0
LFKJ,7.970673438675695,0.0
LFLA,4.961111111111111,0.0
LFLB,17.522329206785876,0.0
LFLC,7.894759020279167,0.0
LFLD,8.05,0.0
LFLH,5.6125,0.0
LFLI,-13.05,0.0
LFLJ,-8.372222222222222,0.0
LFLL,5.445865507246377,0.0
LFLN,-3.9166666666666665,0.0
LFLP,5.114814814814816,0.0
LFLS,15.05635860979463,0.0
LFLU,8.011666666666667,0.0
LFLV,-9.25,0.0
LFLW,-2.575,0.0
LFLX,0.7241379310344828,0.0
LFLY,0.0775,0.0
LFMA,8.391666666666667,0.0
LFMD,6.045719178082192,0.0
LFMH,6.253508771929825,0.0
LFMK,2.7582885304659497,0.0
LFML,7.468970914642751,0.0
LFMN,9.707708579181014,0.0
LFMP,2.1987538940809968,0.0
LFMQ,6.568085106382979,0.0
LFMT,6.18279702970297,0.0
LFMU,2.1037037037037036,0.0
LFMV,8.177777777777779,0.0
LFOB,5.921124396895322,0.0
LFOD,0.11666666666666667,0.0
LFOH,6.033333333333333,0.0
LFOK,10.841939890710384,0.0
LFOP,7.816666666666666,0.0
LFOT,4.064303482587065,0.0
LFOV,11.55,0.0
LFOZ,0.7378787878787879,0.0
LFPB,8.31284601620882,0.0
LFPG,7.365473703520673,8.347514331860214
LFPM,-2.02,0.0
LFPN,-4.533333333333333,0.0
LFPO,6.910118556228215,0.0
LFPT,11.332882882882883,0.0
LFPV,-1.7138888888888888,0.0
LFQB,1.9388888888888889,0.0
LFQG,-23.75,0.0
LFQQ,8.655225080385852,0.0
LFQT,5.833333333333333,0.0
LFRB,2.074380551659654,0.0
LFRC,10.597619047619048,0.0
LFRD,13.1625,0.0
LFRG,1.706497175141243,0.0
LFRH,2.9713399503722084,0.0
LFRI,7.012962962962963,0.0
LFRK,6.642857142857142,0.0
