airport,distribution,n_samples,log_likelihood,aic,ks_statistic,p_value,parameters,data_support,units
LATI,normal,36273,-146515.01626504355,293034.0325300871,0.06002062818466147,4.9261580823261744e-114,"(np.float64(4.2501663312473), np.float64(13.739737704310551))",signed,minutes
LATI,nct,36273,-142897.8487829268,285803.6975658536,0.005050025821883075,0.3121736849155332,"(np.float64(4.3712652046693545), np.float64(0.3543067069646846), np.float64(-0.08047638364061205), np.float64(9.73133076774809))",signed,minutes
LATI,lognorm,22958,-78764.7113214639,157535.4226429278,0.03149211745996894,3.2442865783735065e-20,"(np.float64(0.757446832206776), -1.6619846758353582, np.float64(9.871788442234415))",positive,minutes
LATI,gamma,22958,-169424.60325589275,338855.2065117855,0.8356824353785335,0.0,"(np.float64(0.12375259497565502), np.float64(0.016666666666666663), np.float64(3.2385497397759355))",positive,minutes
LATI,burr12,22958,-78294.3549594784,156596.7099189568,0.019049310016872323,1.1451494703237784e-07,"(np.float64(1.2656008970135213), np.float64(6.1782422712016825), np.float64(-0.005171022740891741), np.float64(45.467321091206685))",positive,minutes
LATI,gengamma,22958,-78464.62376431705,156937.2475286341,0.026236344337547346,3.6738101383756815e-14,"(np.float64(2.3221428100376325), np.float64(0.7199205171635445), np.float64(-0.1215487683399574), np.float64(3.2139613513489977))",positive,minutes
LATI,lomax,22958,-78722.46286404875,157450.9257280975,0.0613230747462723,1.7077486302959074e-75,"(np.float64(8644788570.847912), np.float64(0.016666666660567757), np.float64(98233503073.26555))",positive,minutes
LATI,invgauss,22958,-78772.20111441347,157550.40222882695,0.03149382620418878,3.228282963751372e-20,"(np.float64(0.6223159824207642), np.float64(-2.3076752323540184), np.float64(21.968912444782195))",positive,minutes
LATI,expon,22958,-78722.43991466502,157448.87982933005,0.06171481421701763,1.860212210241955e-76,"(0.016666666666666666, 11.347260940267734)",positive,minutes
