Unnamed: 0,distribution,aic,ks_statistic,p_value,parameters,airport,n_samples,log_likelihood
0.0,normal,590062.3531410517,0.0600206281846614,4.9261580823261744e-114,"(np.float64(255.00997987483802), np.float64(824.384262258633))",,,
1.0,nct,582832.6389129328,0.0050911834765578,0.3029560473299995,"(np.float64(4.368723915394126), np.float64(0.35193136543863557), np.float64(-3.246576478773777), np.float64(583.8443926322836))",,,
2.0,lognorm,inf,0.8445102025538319,0.0,"(np.float64(7.83251642320708), np.float64(-9022.000000000002), np.float64(2.200787543953452))",,,
3.0,gamma,690610.692516817,0.3843892436075184,0.0,"(np.float64(485.7212905542449), np.float64(-118086.81549276618), np.float64(243.41714296743305))",,,
,burr12,156596.7099189568,0.019049310016872323,1.1451494703237784e-07,"(np.float64(1.2656008970135213), np.float64(6.1782422712016825), np.float64(-0.005171022740891741), np.float64(45.467321091206685))",LATI,22958.0,-78294.3549594784
,gengamma,156937.2475286341,0.026236344337547346,3.6738101383756815e-14,"(np.float64(2.3221428100376325), np.float64(0.7199205171635445), np.float64(-0.1215487683399574), np.float64(3.2139613513489977))",LATI,22958.0,-78464.62376431705
,lomax,157450.9257280975,0.0613230747462723,1.7077486302959074e-75,"(np.float64(8644788570.847912), np.float64(0.016666666660567757), np.float64(98233503073.26555))",LATI,22958.0,-78722.46286404875
,invgauss,157550.40222882695,0.03149382620418878,3.228282963751372e-20,"(np.float64(0.6223159824207642), np.float64(-2.3076752323540184), np.float64(21.968912444782195))",LATI,22958.0,-78772.20111441347
,expon,157448.87982933005,0.06171481421701763,1.860212210241955e-76,"(0.016666666666666666, 11.347260940267734)",LATI,22958.0,-78722.43991466502
